	0
900317	3.5429808680130557
900263	8.305061224693457
900584	6.281154309474861
900089	4.043707808202723
900270	6.674663208976392
900558	5.796629426649205
900104	5.342490535480756
900449	3.4675072981922637
900055	5.812152431971616
900236	6.089897247508294
900484	3.795449831290539
900284	2.7142089128311957
900090	6.737159691835221
900542	6.244638536626184
900605	4.017201493647218
900138	1.8156286135829176
900113	4.148034690800955
900431	1.362097013711243
900082	5.556133221510096
900224	1.7666006418356779
900370	4.378391696254602
900122	3.0128120468016633
900347	4.160006317411522
900249	6.3855661319132775
900145	6.633640022336754
900308	1.9190566963824585
900314	3.4346277810335724
900052	5.518408772970402
900059	3.5347527816041993
900551	3.820012289076036
900301	2.104374364185946
900442	4.782445572569326
900131	6.666126527785261
900095	3.5987364925743877
900392	2.106743519349405
9000107	5.749846393928138
900086	3.2852958887267096
900128	2.211462806822545
900261	7.1915351009722235
900093	5.911422821904775
900540	5.338176063119379
900426	7.439199607770699
900438	3.8491046421585224
900563	3.133944056136228
900500	5.218927748158476
900559	3.194637426145122
900285	6.922152586626704
900061	4.714323753761181
900622	3.496122274415637
900385	3.7315124695264164
900372	4.622144540048757
900244	3.2682817604070564
900548	3.100243118560877
900376	8.262243930815279
900231	3.0491543182630503
900485	7.005443188207212
900409	7.187966534924476
900429	2.529961769792993
900602	5.491574057773155
900435	3.314746848137296
900388	7.34907782293241
900631	4.250342134791081
900228	3.5602451267620894
900353	2.200704779804219
900367	3.769471706206095
900475	3.2301350409956977
900446	6.147781721623574
900470	7.600810915191736
900593	5.038315687106384
900126	4.100811933683415
900344	4.475416883395805
900583	5.532286868442178
900501	5.212780346926651
900503	5.547278884432396
900300	3.441207061722286
900349	4.891572461592152
900436	6.437671741084187
900291	6.3404566238733695
900432	2.3985595399397424
900571	3.917317981601967
900108	5.319991679757353
900575	6.273046591649416
900612	1.8772342042693761
900060	5.657064598666757
900316	3.749943349448592
900339	3.539765553806732
900359	3.475366699167551
900062	3.7908117807185038
900352	6.065438783441944
900410	3.325375807640289
900404	2.242659822707448
900221	2.635071812430539
900466	3.0645688661837056
900576	6.375802693534372
900297	5.5322577158073285
900243	5.930141082482962
900459	2.3251843932282434
900492	5.202713066745096
900324	4.6910988674134275
900259	5.360318338076943
900328a	4.135760388836152
900390	6.86077813948922
900377	3.126287967163602
900142	2.893213088289657
900318	4.233477402888881
900323	5.332768943565699
900222	5.938936496485229
900245	7.8447171170907435
900248	4.253077139862117
900141	5.698807359756688
900586	3.6921326466611624
900307	3.3418900401595852
900229	5.996433190704825
900302	6.917700581840922
900546	5.032978375202172
900149	3.4214385801453684
900434	6.777594227223752
900356	6.69748707364902
900570	6.800321297446683
900440	2.3481759897842025
900386	7.901136268138432
900140	4.210974684324563
900100	6.026956479659808
900223	2.6042630254835863
900136	4.382594335485057
900264	2.9066421474035047
900561	3.515589586115814
900099	5.766357131684344
900227	3.97616359120987
900555	6.826726997852852
900239	7.10445152106661
900487	2.420167622152951
900268	6.789433887822851
900312	3.993296445273108
900242	2.8236980659765574
900395	6.976447971561135
900267	4.39750781499507
900358	6.113681767035655
900554	6.443110911001228
900478	3.740827653310358
900292	3.3311861843204804
900139	6.094198080226392
900627	6.5014549608160195
900319	5.677721070317787
900396	7.416166957952445
900483	3.4307377406903186
900458	5.477575155107565
900272	2.5170492291489697
900505	4.072469443273661
900393	3.855278498219141
900399	4.717995046382358
900238	6.935135061248205
900556	3.616130815000339
900234	2.9641116996119536
900577	3.142713093890373
900271	7.263052555236441
900103	4.604706483247639
900508	5.18704299791234
900588	4.131251439485069
900094	5.809848535858845
900381	3.719016381325515
900462	3.015506270307904
900256	5.055435247182998
900078	5.042361966745968
900269	3.7788702770519675
900134	3.5405340711385676
900587	5.57190876564276
900414	4.680659470499624
900351	3.483076323488477
900233	5.6148064442130385
900616	2.399472715539185
900413	4.4324346933113885
900468	5.713363854825843
900444	3.4475069261768594
900350	6.6422931116082005
900125	7.493421374548766
900383	3.884453059170468
900617	3.35119656603718
900102	3.0801982649010244
900310	3.4108916350325225
900545	3.372639964829891
900599	4.310040992865734
900411	5.563087599076672
900560	5.863559481305598
900148	2.648382660167843
900472	2.8643513268824528
900601	2.819917292793931
900097	7.0630860283055625
900614	4.061986447853894
900254	3.952952373866232
900053	2.8893865549826203
900084	5.856116189409351
900085	6.300429788692024
900606	5.813196015265349
900330	3.233418221674583
900447	3.4907211858121503
900572	5.7785374442694835
900081	4.289266402777152
900541	2.7358866320868773
900283	6.975482256603212
900076	4.366802794026098
900336	1.9316167430897933
900585	5.290453097011676
900080	4.153199809355549
900369	4.594901819886718
900246	2.742278124554906
900072	3.8110926601825375
900329	4.6754170505198385
900066	4.727822825510136
900613	6.325488640081337
900506	6.184315536846181
900116	5.052923857220872
900480	3.973277052760419
900087	7.247890072004361
900374	6.003614695272706
900609	3.760370961470893
900550	6.146490213193735
900473	5.219788142968814
900502	3.692651792399924
