Genus,fold_0,fold_1,fold_2,mean_importance,std_importance
 g__Terrisporobacter,0.0011302829535669277,0.0016983311774262783,0.0018033565486310211,0.001543990226541409,0.0003256990487641357
 g__Catenibacterium,0.0016127249208011,0.0010991889976811001,0.0018951685192636998,0.0015356941459153,0.0003318038527531
 g__Campylobacter_A_477346,0.001801714191859335,0.0010998374942377067,0.0014776427056433395,0.0014597314639132966,0.0005619987318903632
 g__Shewanella,0.0009431261347815001,0.0021629301101152,0.001184443356893,0.0014301665339299,0.0005695830763128578
 g__Anaerostipes,0.0015518169554851685,0.0012540078449934334,0.001582973196758,0.0014629326657455382,0.00029830209608071816
 g__Rhodococcus_376336,0.0012706326421847442,0.0011653737397872006,0.001793424456946643,0.001409810279639517,0.0004329373217011932
 g__Devosia_A_502124,0.001469088360874706,0.0009282433318735593,0.001536138534198943,0.0013111567423157227,0.0008063301567935194
 g__Parvimonas,0.0004585420297295502,0.001467702293757,0.001980658225836265,0.001302300849774145,0.0007896207279824211
 g__Dorea_A,0.0016120924411353,0.0013181214164687,0.0012571261932875,0.0013957800169637998,0.00032645052696152866
 g__Clostridium_T,0.0009722361624716572,0.001898775241334946,0.001098527881461305,0.0013231797617559772,0.0006101264216651466
 g__Vescimonas,0.001572588828488123,0.0015610422082192,0.0007432514082975658,0.0012922941483350032,0.0006920158592382816
 g__Lawsonibacter,0.0001672480170563,0.0013635417776146,0.0020882711389532,0.0012063536445414,0.0007920915522
 g__Mycobacterium,0.0012506344144563681,0.0002446317769550888,0.0020428456904177405,0.0011793706272763696,0.0007488043672224911
 g__Mucilaginibacter_A,0.0011947948600293608,0.0005664109652933479,0.0017873942198822616,0.0011828666817349223,0.0007346818379786067
 g__Sarcina_200052,0.0008652224103147,0.002100896060125135,0.000585007217345,0.001183708562595,0.0007308501886019014
 g__Dictyoglomus,0.0008072495466997,0.0015142965289875001,0.0013848366093505001,0.0012354608950125,0.000495355479901
 g__Alitiscatomonas,0.000995472407031914,0.002178322069799,0.00028899081106066653,0.0011542617626304238,0.0007852748165550649
 g__Clostridioides_A,0.000287997162097609,0.0015143812411698822,0.001676640933611,0.0011596731122928,0.0007506614060948001
 g__Dietzia,0.001178182977944806,0.0009150941690357,0.0014603674101706873,0.001184548185717,0.0005035832606010341
 g__Ruminococcus_E,0.0015905881717513,0.0008241416590386,0.0012445634746392,0.0012197644351429966,0.0003259067410272169
 g__Bosea,0.0013853316491597,0.0015960617032034,0.0004181118176408,0.0011331683900012,0.0006575532217733737
 g__Stenotrophomonas_A_615274,0.0005403544832979,0.0019845343287911,0.0008349047558757,0.0011199311893215,0.0006232598968003999
 g__Citricoccus_384863,0.0014067325539826,0.001081854244675,0.0009693360076748,0.0011526409354441001,0.0003783696899147
 g__Roseomonas_507234,0.0007908664747308,0.0008203272996786,0.0017445654732300001,0.0011185864158798,0.0004427981491255055
 g__Thermus_A,0.0001588168027192,0.0018562461555588312,0.0010374002789651647,0.0010174877457477844,0.0007828556707388988
 g__Deserticella,0.0012006808679886228,0.0011963489346332,0.0008406531770846,0.0010792276599021144,0.0005157947301864626
 g__Haemophilus_A,0.0012174049659149646,0.0003444115417480732,0.001530614950832,0.001030810486165002,0.0005020314993127092
 g__Roseburia_C,0.0013059447414971,0.001538590184607,7.160505333785794e-05,0.000972046659814,0.0006437532086936
 g__Coprococcus_A_187866,6.912662090007629e-06,0.0011590559509703,0.0017004975391836,0.0009554887174146,0.0007062280783208
 g__Deinococcus_B,0.0005609527289663067,0.0012481571553961347,0.0009934185448566,0.0009341761430729475,0.0006710012016788245
 g__Bacillus_J_295379,0.0011784343478088049,0.0007597571731867,0.0008361929316503,0.0009247948175485,0.000550078433743729
 g__Hylemonella,0.0012507001072334,0.0014043414809025,8.409509550396708e-05,0.0009130455612132,0.0005953869491957999
 g__Rubellimicrobium,0.0007545192801263779,0.000779149528326418,0.0013237740817739633,0.0009524809634088901,0.00033638186571450086
 g__Mediannikoviicoccus,0.0013197556411984,0.0002942821873078907,0.0010070747240160194,0.0008737041841741196,0.0006082501410196714
 g__Ruminococcus_B,0.0007394641558291999,0.0014549449630386,0.0004741147134668874,0.0008895079441115,0.00041429425067099996
 g__Sphingobium_A_485959,0.0010348973675230033,0.0004666139020327919,0.0010990863387714566,0.0008668658694423452,0.00047081516379267856
 g__Solirubrobacter,0.0007080264376551344,0.0009741443202613038,0.0009125308742994485,0.0008649005440719288,0.00047004945468809116
 g__Ligilactobacillus,0.0005721373741420027,0.0012206671015481158,0.0006979381053268057,0.0008302475270056442,0.000589003210084143
 g__Rhodoferax_C,0.0005098226013512135,0.0009431321507255069,0.0010080755942443,0.0008203434487736807,0.0005892485220109202
 g__Exiguobacterium_A,0.0008264680600042929,0.0007082836509385845,0.0009527212916350162,0.0008291576675259488,0.0003726681741261369
 g__Methanobrevibacter_A,0.0010599375181858,0.0012628376232686,0.0,0.0007742583804848,0.0005537142120708
 g__Friedmanniella,0.0010362824327538576,0.0003368655407338879,0.0008755448134414,0.000749564262309691,0.000411853836643749
 g__Microvirga,0.0002664706075679813,0.0012391021759844325,0.0006064815290679794,0.0007040181042067074,0.00045592006927715943
 g__Pseudonocardia,0.0008298819853171615,0.00038107816646473476,0.000820458905357052,0.0006771396857129978,0.0005599598889088476
 g__Pseudoxanthomonas_A_615336,0.0,0.0006463236108232,0.0013522998343901,0.0006662078150711,0.0005522531102714
 g__S5-A14a,0.0008097554501248,0.00048104680143489995,0.0009064236913665,0.0007324086476420001,0.000187853968454829
 g__Hominilimicola,0.0007688105970167,0.0010183272870780999,0.0002816169934663,0.000689584959187,0.0003086881143556335
 g__Kerstersia,0.0005815625548389,0.0007929927407985243,0.0007433473803988408,0.0007059675586786999,0.00021741822278691645
 g__Sphingomicrobium_483192,0.0008038379112019,0.0007539157837597199,0.0006545870780095605,0.0007374469243237601,8.160958193662871e-05
 g__Ezakiella,0.0006858921986212484,0.0003396319990563,0.0009206510513213,0.0006487250829995976,0.00033468763612955535
 g__Pseudomonas_B_650326,0.0008414033264015,0.0007878083232801,0.0003149474179163,0.0006480530225325999,0.000327272323943954
 g__Caulobacter_487784,0.0010351008888706131,0.000606278399630636,0.000278048710402,0.0006398093329677831,0.0003114416569525328
 g__Vibrio_A_678206,0.0007382428747464,0.0007571765728931,0.0005974903141503,0.0006976365872633,7.123472114630512e-05
 g__Helcococcus,0.0006377235526864289,0.000463177374685358,0.0007148611445245,0.0006052540239654988,0.00043771396697865096
 g__Hominicoprocola,0.0006881323267303317,0.0009862991751706917,0.0001251465336502,0.000599859345183746,0.00041991687584040085
 g__Micromonospora_H_372070,0.0005661787234689,0.0003995265323267,0.0008717210277841,0.0006124754278599,0.00036589921588691
 g__Marmoricola_A_392027,0.0006313983999991,0.000717060506783781,0.0006145068301697089,0.0006543219123176027,0.00012837884680785765
 g__Parabacteroides_B_862066,0.0005785755449538,0.0007356285337357222,0.00046864616180957596,0.0005942834134996906,0.00033813939195678365
 g__Propioniciclava,0.0007085178952645,0.0008736282919336,0.0002167978311489,0.0005996480061157,0.0002789815443431
 g__Limosilactobacillus,0.0005097354666652487,0.000929361553116591,0.00022925780791334892,0.0005561182758984246,0.00037814971951597424
 g__CAG-217,0.0006220819384009,0.0005677076491321,0.0007060672728687,0.0006319522868006,5.6914639026533584e-05
 g__Bacillus_P_294101,0.00021685354409934867,0.0005712779281575,0.0008553561137530715,0.0005478291953366658,0.00038463111726844086
 g__Klebsiella_724518,0.0006158994322772929,0.00038928356692750606,0.0006967752777631386,0.0005673194256560233,0.0003065308574221476
 g__Phenylobacterium,0.0005328582580465545,0.0008161317537361784,0.0003659495915018,0.0005716465344281482,0.0002837187785726971
 g__Murdochiella,0.00046359202506000656,0.00012807309868649767,0.0009957283977226,0.0005291311738229969,0.00044145845518844676
 g__Fannyhessea,0.00035997606896542877,0.0008548271435547999,0.000537136294832481,0.0005839798357842069,0.00021742905806602589
 g__Clostridium_H_221916,0.00030582518742738624,0.0005553282042452999,0.0008531275595377,0.0005714269837368,0.0002433977465861
 g__Enterococcus_C,0.0006759341566948,0.0005770315806592,0.0006087400343318,0.0006205685905619,4.123401462778507e-05
 g__Paraclostridium,0.000500414988505677,0.00048004924787871384,0.0007958118711567,0.0005920920358470001,0.00014563867740020314
 g__Kingella_B_563201,0.0007273983758395,0.000592688488439,0.0003726547917282341,0.0005642472186689302,0.00017841586074440294
 g__Metallococcus,0.0004508750488721,0.0006950418568881,0.0005711219570872,0.000572346287615793,0.00012697149115741398
 g__Aeromicrobium,0.0002744892112342,0.0005747799401837682,0.0006818208493196078,0.0005103633335791545,0.0003407888910462767
 g__Intestinibacter,0.0005346752679284193,0.000676278503145932,0.0004929887773663446,0.000567980849480232,0.00010642942031547547
 g__Methylibium,0.000595008231877093,0.0006710637716724999,0.0004308843122507,0.0005656521052668583,0.0001004108601900527
 g__Hymenobacter_910554,8.355655908929955e-05,0.0006717311706191148,0.0007630552326280443,0.0005061143207788355,0.00031548431442340066
 g__Alistipes_A_871400,0.0008261935905443539,0.0005745858562895276,8.158084480543858e-05,0.0004941200972130969,0.00035766980697050167
 g__Anaeroglobus_38550,0.00048198945721317877,0.0001401415259467,0.0008365232686472,0.00048621808393562626,0.0002938115236365648
 g__Arsukibacterium_662823,0.0002097554551326,0.0005674513254223711,0.0007185693148442191,0.0004985920317997634,0.00022510709679484875
 g__Varibaculum,0.0007585746088710351,0.0003896462021252,0.0003294027287743733,0.000492541179923588,0.00023049943098436186
 g__Segetibacter,0.00019095554645776462,0.0003060469232212713,0.0008170688416789025,0.0004380237704526795,0.00038277248144629546
 g__Faecousia,0.0004322129494738964,0.00029021931105542315,0.0006143887672715923,0.00044560700926693465,0.0003220763397297427
 g__Moryella,0.0004535624126429,0.0003934746344469,0.0006367367776317,0.0004945912749072,0.000103462209625
 g__Pontibacter,0.00046059518509746817,0.0005711784362056169,0.000457414095646,0.0004963959056497283,8.741084951128402e-05
 g__Edaphocola_927328,0.0007766025303866,0.0,0.0005314823384596,0.0004360282896154,0.0003241516919913
 g__Pseudoroseomonas,0.000604927993634201,0.0004885834904076,0.000225501864971688,0.0004396711163378364,0.00028492712439653835
 g__Urinicoccus,0.0008294816948941852,9.034086461428316e-05,0.0003633142721658644,0.0004277122772247792,0.00031931896736121345
 g__Treponema_B_986142,0.0003656877210092,0.0007300806430128,0.0002206284545552,0.0004387989395257,0.0002553272796520276
 g__Sutterella,0.00011711452320188793,0.0007993382499028472,0.0003699871924476,0.0004288133218508114,0.00029300845208982834
 g__Cryptobacteroides,0.0006727190771757,0.00028925636651116413,0.00038118570486048495,0.00044772038284914223,0.0001965125045794858
 g__Variovorax,0.0003833541929278151,0.00027608423937930003,0.0005888525583028358,0.0004160969968700395,0.00025530091083858454
 g__Streptomyces_400150,0.00045304740563613025,0.0006208065974574633,0.00016092159150093004,0.00041159186486481247,0.0002688106667761281
 g__Carnobacterium_A_320743,0.000165164714897,0.0003382315717336,0.0007121174321904,0.000405171239607,0.0002282542560244
 g__Faecalibacillus,0.0001641098636423,0.000535442628326,0.0005307378464667,0.00041009677947840184,0.00020476079411024123
 g__Dermacoccus,0.00045425018910126927,0.00018483863213010794,0.0005904826771746,0.00040985716613532817,0.0002047921136093817
 g__Atopostipes,0.0006847172040979903,0.00010513937979778175,0.0003953800203905086,0.00039507886809533833,0.00026211161862101323
 g__Eremococcus,2.408189838435371e-05,0.0006632653225382,0.0004657388343632,0.00038436201842855124,0.0002894111151941146
 g__Agathobaculum,0.00030017150175799996,0.0007082896023039636,8.591854055342716e-05,0.00036479321487178657,0.0002828027066433406
 g__Treponema_B_986141,0.00036977792275679996,0.0,0.0006905922768362001,0.0003534567331976,0.0002827535823503351
 g__Berryella,0.0006288043465206,0.000262325797248,0.00020142213869948312,0.0003641840941560277,0.00022241424580625265
 g__Planococcus,0.0002056745454198,0.0001034852225148,0.0007378715045434,0.0003490104241594,0.0002781131296278
 g__Gordonia_B_376796,0.0005797325945903568,0.0001298747215453387,0.0003641009323273,0.00035790274948765673,0.00022844852786348154
 g__Lautropia,0.0,0.0007517472451872298,0.00022646298416216683,0.0003260700764497989,0.0003149067247444083
 g__Dermabacter,0.0001328436115275,0.0002452722384433,0.0006504972714846,0.0003428710404851,0.0002223143008396
 g__Pararheinheimera,0.0002779524875160559,0.0004013012505441,0.0003782915091350642,0.0003525150823984652,0.00013632202426307625
 g__Peptoanaerobacter_235883,0.0002748694508739635,0.0001101725340091,0.0005501599945403,0.0003117339931411,0.0002419149504845
 g__Arachnia,0.0001536444601999,0.0004718829518206,0.0003858930634551,0.0003371401584918,0.0001344161912221
 g__Lachnospira,0.0004376866479467243,6.895101093146232e-05,0.00046688177560965803,0.0003245064781625987,0.0001817011007779958
 g__Thiopseudomonas,0.0005129249827165,0.0002606273992651,0.000173632093728132,0.00031572815857001723,0.00019179554799993534
 g__Coprococcus_A_121497,0.0005699114725269999,7.769740920118075e-05,0.00025787741085151627,0.00030182876419314813,0.00024074792353048042
 g__Bradyrhizobium_503372,0.0004823513514437,0.00017186922290420858,0.00030849490600431544,0.00032090516011737467,0.00015525756898742446
 g__Pedobacter_B_887417,0.0005287697219238072,0.0002054050883265841,0.00011148528454988532,0.00028188669826676154,0.00030208003367828584
 g__Megasphaera_C,0.0002993462935063,0.00046544830123490305,0.0001866024959413465,0.0003171323635607832,0.00012283313705729141
 g__Catonella,0.0002736684872042258,0.00033734301282317247,0.0002145095169113,0.0002751736723129071,0.00024602536052675356
 g__Bariatricus,0.0003382055608985,0.0002944082603887,0.0003268235655017,0.0003198124622629,5.798297385015087e-05
 g__Phascolarctobacterium_A_40086,8.279406166730106e-06,0.0001620253629142,0.0006322477821788,0.0002675175170866,0.0002654311957422
 g__Gallicola,0.0001452194695646,0.00022620928619299324,0.0004624686725642699,0.0002779658094406328,0.00021978727129889423
 g__F0058,0.0004383532643514,0.00026326408470464123,0.0002053741008771,0.0003023304833111229,0.00011087687243329554
 g__Novosphingobium,0.0001885471890937,0.00010282570319921517,0.0004943000351718983,0.00026189097582165685,0.0002711013706613301
 g__Aedoeadaptatus_226158,0.00012492523577855734,0.0001919738895087,0.0005058235435664,0.00027424088961788574,0.00018541930103819118
 g__Acetobacter,0.0003752160088921,0.0003421805894769795,9.613279797128378e-05,0.00027117646544683427,0.00018500583547157
 g__Azonexus,0.000424372359992,0.00029523278355821834,7.586332077903725e-05,0.0002651561547763854,0.00020240548872901763
 g__Paratractidigestivibacter,0.000358451201156284,0.0,0.0004385051407438209,0.000265652113966735,0.00019342549749755885
 g__Lactococcus_A_343306,4.377069199066399e-05,0.0004247549763821359,0.0003415159750344,0.0002700138811357453,0.00016651432611840099
 g__Weissella,0.00022034841210731394,0.0004480745336654056,0.00011739031760536078,0.00026193775445937264,0.00016061065833942575
 g__Roseococcus,0.0003241086342024,5.6395140422755954e-05,0.0004087173565939,0.0002630737104063692,0.0001515827960204771
 g__Flavisolibacter_B,0.0002410784249564,0.0002567469290658685,0.00034132634924010003,0.00027971723442074716,7.353008468010556e-05
 g__CAG-269,0.0,0.00037582594351495257,0.0003636377464192925,0.000246487896644776,0.00018842823312174975
 g__Pseudorhodoferax,8.398733364619858e-05,0.0003562023384737,0.0003220413398795,0.0002540770039998,0.0001210774281936
 g__QHXM01,0.000330346494238,0.000370573490294,2.56477821695213e-05,0.0002421892555672,0.000153996125663
 g__Butyribacter,0.0,0.0003252846268012,0.0003811614795574,0.0002354820354529,0.0001680662516871
 g__Marinococcus,0.00017895356084051425,0.00022193923933610995,0.0003375493988419,0.0002461473996728747,0.00011432051232940842
 g__Gluconobacter_A_506042,0.00024218689850374667,0.0003140692134257947,0.00011189797695875302,0.00022271802962945907,0.00017740344059766924
 g__Cocleimonas,0.00039123161116582267,0.0,0.0002593046882556246,0.00021684543314051224,0.0002000720704819163
 g__Belnapia,0.0001867963163402,0.0004647740293437694,5.572444642915112e-07,0.0002173758633826898,0.00019284579159869136
 g__UMGS1994,0.00024985889164721347,0.0002978710890344,0.0001844679260168,0.00024406596889943783,7.959774681449015e-05
 g__OLB17_426821,0.00016747518526813007,0.00022224132273937657,0.0003237781352459,0.00023783154775110002,7.825610892536817e-05
 g__Paucilactobacillus,0.00036596354445620003,4.025655535295174e-05,0.0002322042873092,0.00021280812903947676,0.00015962715600954718
 g__Limivicinus,0.00021488227804204713,6.314639228322018e-05,0.0003439001429212,0.0002073096044154891,0.00018142408758862257
 g__Dyadobacter_906144,0.00029989492875092056,0.0,0.0002967467361334541,0.00019888055496150011,0.00019246316726649387
 g__Pseudoxanthomonas_A_615337,0.0002180411787403,8.779426571666753e-05,0.0003385861015042,0.00021480718198704752,0.00012483283530470498
 g__Sphingopyxis_485592,0.0003258950320441,0.000296949984633,0.0,0.000207615005559,0.0001472807904251
 g__Akkermansia,0.0003842396620168,3.596228694613123e-05,0.000203288463446,0.0002078301374696,0.0001422199062455
 g__Hominimerdicola,0.00017362942768368256,0.00033310624307784085,0.00014897063926780187,0.00021856877000973266,8.993257955784405e-05
 g__Peptoniphilus_B_226777,0.00016168734552933538,0.0002462313753305,0.000262692275342977,0.0002235369987342708,6.2498789392773e-05
 g__Oligella,0.0001801066577534,5.820123503947033e-05,0.0003750517672189,0.0002044532200039,0.0001304942687264
 g__Tannerella,0.00018546190911,0.00015684224313582842,0.0003129608685710454,0.00021842167360562462,6.994762558550503e-05
 g__F1-60-MAGs163,0.000281421042216,0.0,0.0003137356583375,0.0001983855668511,0.0001408987424947
 g__Oribacterium,0.0001769590694927,0.0001323972024386,0.0003231459323984,0.0002108340681099,8.147353821459266e-05
 g__Thiogranum,0.0001825258675127,0.0002271282943788,0.0002596078485017,0.0002230873367977,3.1598047955796274e-05
 g__Pseudoxanthomonas_A_615282,4.145448047887072e-05,0.00014804899808331735,0.0003866312668259069,0.0001920449151293647,0.00015350484436888303
 g__Enterovirga,0.000336711275417191,0.00011125424116475451,0.0001161578826749275,0.00018804113308558475,0.00015188556871799768
