Genus,fold_0,fold_1,fold_2,mean_importance,std_importance
 g__Gallicola,0.0005194733452242,0.0,0.0002887790484454,0.0002694174645565,0.0002126146382071014
 g__Deserticella,0.00022837343584585531,0.0004193509294613,0.0002428801918407013,0.00029686818571595427,8.681301122286745e-05
 g__Stutzerimonas_648792,4.499090977929199e-05,0.00041609180251081697,0.000365076865708675,0.00027538652599956397,0.0001666075993737253
 g__Blautia_A_141780,0.0002543978056049,8.156941222029603e-05,0.0004496175233806629,0.00026186158040196293,0.00019341747272621327
 g__Rubellimicrobium,0.00046427542538790003,0.00011918710039872049,0.00017581048132992442,0.00025309100237218165,0.00021187475808514053
 g__Roseomonas_507234,0.0003476947710127,0.00040657161396370236,2.4909150195842788e-05,0.00025972517839071505,0.00018422631796594126
 g__Novosphingobium,0.000517779598,0.0,0.0002334804797684,0.0002504200259228,0.0002117217343499
 g__Brotaphodocola,0.0003383799482356,0.0,0.0004028989986167,0.00024709298228411654,0.00017937384273106725
 g__Parasphingorhabdus,0.00024220173494769268,0.0002401648119326,0.0002718838479815021,0.0002514167982872233,0.00014969638267739167
 g__Vescimonas,0.0003001722884549,0.0004075836559342,2.2156792356441665e-05,0.0002433042455819,0.0001624067886861
 g__Bacteroides_H_857955,0.0003363618649075,0.0003356809153899,0.0,0.0002240142600991,0.0001584022463411
 g__Bacillus_A,0.0002710914203688,0.0002667504819023,0.0002196917488418,0.0002525112170377,2.327443599295128e-05
 g__Eubacterium_B,0.0001172647426116,0.0003880989783645,0.0001742570902672,0.0002265402704144,0.0001165845730466
 g__Dyadobacter_906144,0.00014215095409056628,0.0,0.0004576411239225,0.0001999306926710221,0.00021277144068180702
 g__Alitiscatomonas,8.981541728913713e-05,0.0004318209440985,9.607349769631108e-05,0.00020590328636135635,0.00018533661668784318
 g__Eubacterium_G_180878,0.0003111723141401,0.0,0.0003244934393799,0.0002118885845066,0.0001499265203971
 g__Pusillimonas_A,0.0,0.0001954605891797,0.0004224620517598,0.0002059742136465,0.0001726295620084
 g__QHXM01,0.0002227067749649,2.835497835497785e-07,0.0003960695483636,0.00020635329103731658,0.0001622461262287347
 g__Treponema_B_986142,0.00019478670358498613,4.7782069670974615e-05,0.0003617718112799,0.0002014468615119657,0.00018023852912204722
 g__Aedoeadaptatus_226158,0.0,0.0001983204068981,0.0003975659102676,0.0001986287723885,0.0001623057496798
 g__Geodermatophilus,0.0003708388178341,0.0,0.0002287494550279,0.0001998627576207,0.000152766026259
 g__Varibaculum,0.000262854463415,3.264230598142162e-05,0.0003045669992622,0.0002000212562195,0.0001195735997864
 g__Roseburia_C,0.0002540457612612,0.0,0.0003031582115235,0.0001857346575949,0.0001328558880055
 g__Micavibrio_B_508717,0.0002724374150624,0.0,0.0002767388376383,0.0001830587509002,0.0001294539950971
 g__Nosocomiicoccus,0.000223992186713,0.0,0.0002782927367452,0.0001674283078194,0.0001204472668235
 g__Xanthovirga,0.0003114841360475,0.0001796897908463,0.0,0.0001637246422979,0.0001276629840072
 g__Gordonia_B_376796,0.0001696329134386,0.0,0.0003149695562739,0.0001615341565708,0.0001287132413337
 g__Oliverpabstia,0.0002160866241145,0.0,0.0002714573359676,0.0001625146533607,0.000117117429248
 g__Marinococcus,4.558638002492655e-05,0.0002329449329075,0.0002169146054542,0.0001651486394622,8.47961998397116e-05
 g__Pseudoroseomonas,4.395192162706574e-05,0.0003112005231153,0.00010767931064666145,0.00015427725179628627,0.00012318816502843277
 g__Paraburkholderia_580243,0.0002038484347814,0.0,0.0002616905648883,0.0001551796665566,0.0001122407373707
 g__Arachnia,0.0,0.0002186168155964,0.000243700782708,0.0001541058661015,0.0001094494246267
 g__Bariatricus,0.0,0.0002555043095935,0.0002009965936149,0.0001521669677361,0.0001098752696707
 g__Coprococcus_A_121497,0.0,0.0001054338504537,0.000308356275949,0.0001379300421342,0.0001279658810897
 g__Paucilactobacillus,0.0001848088641657,0.0,0.000227357968174,0.0001373889441132,9.868940516047895e-05
 g__Caulobacter_487784,5.22444273603161e-05,0.00028519237600134104,5.658165364047717e-05,0.00013133948566739046,0.00012172830586912073
 g__CAG-217,0.00012159331921819607,0.0001714854123849,0.000140458607857646,0.00014451244648687532,6.8559640495615e-05
 g__KA00274,0.000155848413223,0.0,0.0002483512125635,0.0001347332085955,0.0001024824215667
 g__Gluconobacter_C,0.0002095869582259,0.0,0.0001944967608907,0.0001346945730389,9.544247663209824e-05
 g__Treponema_B_986141,0.0001827853818632,0.0,0.0002176928100711,0.0001334927306447,9.546330529676492e-05
 g__Pseudolabrys_502538,0.0001508953549476,0.0001794011706118,9.556762116850985e-05,0.000141954715576,3.480390090540094e-05
 g__Paraclostridium,0.0,0.0002581692654478,0.0001105771616614,0.0001229154757031,0.0001057576408603
 g__Stenotrophomonas_A_615274,8.764219489651429e-05,0.0001785142486759198,0.00011056155594949706,0.00012557266650731045,9.393218316040623e-05
 g__Ilyomonas,0.0001409407430138,0.0002285468976901,0.0,0.0001231625469013,9.414693942170409e-05
 g__Microvirga,6.800767908931442e-05,7.99755799755797e-07,0.0002771281888434,0.0001153118745775,0.0001176651064396
 g__Gluconobacter_A_506042,0.0002223824705346,0.0,0.0001203388338779,0.0001142404348041,9.088961676568092e-05
 g__Lachnoclostridium_A_130679,0.000202641742069,0.000143145153309,0.0,0.0001152622984593,8.50451217614299e-05
 g__Adhaeribacter_A,3.738177054092319e-05,0.0,0.0002788206447261,0.000105400805089,0.0001235723263977
 g__Peptoniphilus_B_226777,0.0001528867439476,0.0,0.0001857365549892,0.0001128744329789,8.093312357170118e-05
 g__Ruoffia,0.0002158080909054,0.0,0.0001030442491603,0.0001062841133552,8.813306441613023e-05
 g__Helcococcus,0.0001360027641664,0.0001863135469387,0.0,0.0001074387703683,7.869820306924154e-05
 g__F1-60-MAGs163,0.0002061075790357,0.0,0.0001003797238667,0.0001021624343008,8.415250868258946e-05
 g__Coprococcus_A_187866,2.5363664542830748e-05,8.22132975244605e-05,0.00019873224518593673,0.00010210306908442222,8.170297234845196e-05
 g__Niastella,0.0,0.000156527483244,0.0001484506746789,0.0001016593859743,7.195962653533767e-05
 g__Alcaligenes,0.00014492889141392293,0.00013511594692852062,0.0,9.334827944754082e-05,6.768512704041122e-05
 g__Paenibacillus_J_366884,0.0001612084317554,0.0001163206527717,0.0,9.25096948423836e-05,6.793261811234505e-05
 g__Aliarcobacter_475806,6.806386348617076e-05,0.0001953428717321,0.0,8.780224507276087e-05,8.096053427393069e-05
 g__Dictyoglomus,0.0001198629423227,0.0,0.0001396920623614,8.651833489474639e-05,6.17109671781672e-05
 g__Micromonospora_H_372070,0.0,0.0001526815928527,0.0001038612657673,8.551428620669464e-05,6.366776234621061e-05
 g__Dorea_D_146760,0.0001636949257806,0.0,8.938051247512343e-05,8.43584794185812e-05,6.692245658768782e-05
 g__Palsa-739,9.424476715023936e-05,0.0,0.000159547839479,8.459753554309907e-05,6.549137387916142e-05
 g__Jatrophihabitans_A_372606,0.0001031562113977,0.0001511272153287,0.0,8.476114224217493e-05,6.305364240171434e-05
 g__Pseudomonas_B_650453,0.0,9.314363845387568e-05,0.0001517896727994,8.164443708445799e-05,6.249906621300032e-05
 g__Allosalinactinospora,0.0,6.900257055883541e-05,0.0001669383706686,7.864698040915938e-05,6.849265596347323e-05
 g__Paratractidigestivibacter,0.0,5.740483199472825e-05,0.0001724871889529,7.663067364921026e-05,7.171788400257864e-05
 g__Alicyclobacillus_A_368256,0.0001385162116615,0.0,9.78857455220588e-05,7.880065239452706e-05,5.8136998019218e-05
 g__Arenimonas_613591,0.0001105808513724,0.0001254870670949,0.0,7.868930615582613e-05,5.597352942391775e-05
 g__Methylibium,0.0,4.429027372065331e-07,0.0002014035840006,6.728216224594369e-05,9.483833919124828e-05
 g__Scardovia,8.620511348057432e-05,0.0,0.0001279953811236,7.140016486808591e-05,5.3292240053082525e-05
 g__Loigolactobacillus,0.0001153031285832,9.484887503734182e-05,0.0,7.005066787353218e-05,5.023223516279865e-05
 g__Rhodococcus_376336,0.0,0.0001088802979530883,9.18375388662163e-05,6.690594560643487e-05,4.800214519385022e-05
 g__Phascolarctobacterium_A_40086,2.9652195790817204e-05,0.0,0.000151811699666,6.048796515227646e-05,6.570048981530099e-05
 g__Burkholderia,2.5749829118250165e-05,0.0,0.0001540892928673,5.994637399520548e-05,6.73940170699272e-05
 g__Acetatifactor,9.031319604760046e-05,0.0,0.0001027112047263,6.434146692464887e-05,4.5776966036871486e-05
 g__Dermabacter,0.0001511375236785,0.0,2.5407864570539607e-05,5.884846274969968e-05,6.6077444315272e-05
 g__Gaiella,0.0,9.378384554515616e-05,9.247525539443733e-05,6.20863669798645e-05,4.390494145017123e-05
 g__Terrisporobacter,5.4642379204359255e-05,0.0,0.0001245438673378,5.972874884740676e-05,5.097186864651892e-05
 g__UBA3282,5.1433120928212085e-05,0.000126789612949,0.0,5.940757795909301e-05,5.206787532728522e-05
 g__Negativicoccus,0.0001167328842311,0.0,5.687499497406618e-05,5.786929306839601e-05,4.766118642217806e-05
 g__Azonexus,0.0,6.542680809571938e-05,0.00010994623135886526,5.8457679818194874e-05,4.5249945660923984e-05
 g__Mycobacterium,5.3490394337206814e-05,8.678962041955888e-05,2.5378642159721733e-05,5.521955230549582e-05,4.9292282079993425e-05
 g__Lentihominibacter,5.606097669702069e-05,0.0,0.0001096745628607,5.524517985257414e-05,4.477816862445404e-05
 g__Rodentibacter_A_734545,8.009940908481147e-05,8.687790122930635e-05,0.0,5.565910343803928e-05,3.945409852459785e-05
 g__Miltoncostaea,0.0,8.355394337015824e-05,7.971089837337738e-05,5.442161391451187e-05,3.8513861526355805e-05
 g__Limnovirga,7.917769357609375e-05,7.960420084890433e-05,0.0,5.292729814166603e-05,3.742565647205174e-05
 g__Leucobacter,0.0,0.0,0.0001370990230149,4.569967433830954e-05,6.462909924527105e-05
 g__Oligella,5.390798675711519e-05,9.205095227889893e-05,0.0,4.865297967867137e-05,3.776290753644289e-05
 g__Gleimia,0.0,8.300678239583826e-05,5.6367949970809554e-05,4.645824412221594e-05,3.460426932650314e-05
 g__Anaerotignum_189125,4.598413541128517e-05,0.0,8.794531867920389e-05,4.464315136349636e-05,3.591604514288844e-05
 g__Paenibacillus_J_366882,0.0,0.0,0.0001154186176793,3.847287255977332e-05,5.4408858157483136e-05
 g__Hominimerdicola,5.426613878106416e-05,0.0,7.130025223250421e-05,4.1855463671189454e-05,3.0402304020329644e-05
 g__Chryseotalea,0.0,3.8677014571817314e-05,8.316156707615982e-05,4.061286054932571e-05,3.3978151650505595e-05
 g__Oribacterium,8.592631941108577e-05,2.9628592290157896e-05,0.0,3.851830390041456e-05,3.621915233082849e-05
 g__Ruminococcus_C_59129,5.087020575552401e-05,0.0,6.456301099674842e-05,3.847773891742414e-05,2.7776195119701784e-05
 g__Mediannikoviicoccus,0.0,6.985647700066194e-05,4.039970553946814e-05,3.6752060846710025e-05,2.863518614792481e-05
 g__Dermacoccus,6.958529856554237e-05,2.9635106351236916e-05,0.0,3.3073468305593096e-05,3.726030777291668e-05
 g__Megasphaera_C,4.2934511591228005e-05,6.041369606671708e-05,0.0,3.444940255264836e-05,2.538436615033671e-05
 g__CAG-273,0.0,0.0,8.60349737981317e-05,2.8678324599377232e-05,4.055727559457724e-05
 g__JAACVK01,0.0,0.0,8.329043837518413e-05,2.776347945839471e-05,3.926348918872863e-05
 g__Intestinibacter,0.0,5.487546522268551e-05,3.944253982949018e-05,3.1439335017391895e-05,2.310653062519824e-05
 g__Ochrobactrum_A_499075,0.0,0.0,8.195033965106164e-05,2.7316779883687216e-05,3.8631760591871e-05
 g__Sphingobium_A_485959,0.0,2.3909201393346503e-05,6.611925076615445e-05,3.000948405316698e-05,2.7335555806393543e-05
 g__Rhodoferax_C,0.0,6.861752723490889e-05,1.1512858511882586e-05,2.6710128582263825e-05,3.000343340522264e-05
 g__Senegalimassilia,0.0,0.0,7.35680254454935e-05,2.4522675148497835e-05,3.4680299780675286e-05
 g__Hylemonella,0.0,2.221513610929503e-05,5.46149462786273e-05,2.561002746264078e-05,2.242531389197043e-05
 g__CAG-269,5.761898673129165e-05,1.4519972912539538e-05,0.0,2.4046319881277065e-05,2.446835197980951e-05
