	0
900317	0.5973929827532996
900263	0.9139031839552224
900584	0.7792322601802776
900089	0.6873964261083954
900270	0.810659645576825
900558	0.7359381647972144
900104	0.731469182835773
900449	0.7665435627667926
900055	0.849048408326851
900236	0.8061189519474536
900484	0.7341402109763062
900284	0.4371091548662071
900090	0.8687630465246181
900542	0.8241104836935754
900605	0.6157987799774504
900138	0.5248343698431336
900113	0.5826758008567183
900431	0.3151595731827514
900082	0.7727773015890659
900224	0.43219980473150466
900370	0.6831213355341093
900122	0.5972594479165781
900347	0.7870746908467104
900249	0.7787586946610743
900145	0.8263225833948649
900308	0.3494370047270576
900314	0.5497227318408109
900052	0.843901934847692
900059	0.5253856381739412
900551	0.6803579161049259
900301	0.5148363290177888
900442	0.667014727714346
900131	0.8380641195742671
900095	0.5645041934766578
900392	0.539237909993553
9000107	0.8137240047426627
900086	0.5657129507012628
900128	0.43114462577261065
900261	0.8670119247987554
900093	0.8177577934935404
900540	0.8709299355832485
900426	0.8727806105150975
900438	0.6490094608944917
900563	0.5471347028989454
900500	0.725876925844133
900559	0.5783654554000168
900285	0.8447050607598209
900061	0.8047693834586288
900622	0.5321459835406971
900385	0.7060035007760815
900372	0.6305001975738527
900244	0.5790866475882884
900548	0.5058084461086182
900376	0.9515431400064284
900231	0.5101240626652229
900485	0.8574672578965505
900409	0.9111675089601053
900429	0.42490399004473
900602	0.7950862955994644
900435	0.5634791742968128
900388	0.905176889092404
900631	0.6033651812738393
900228	0.6941019076156563
900353	0.355535889405307
900367	0.6014999364870838
900475	0.5218459764520622
900446	0.79140523249622
900470	0.883824179927235
900593	0.7186068149779622
900126	0.6604143218761491
900344	0.7706463516457711
900583	0.712172450748463
900501	0.6872519602346135
900503	0.7357954678258212
900300	0.6764092769032479
900349	0.7694113171294464
900436	0.902990065871007
900291	0.8043566839407597
900432	0.46762082186066223
900571	0.6049226737576459
900108	0.7409552980490854
900575	0.7976726995346557
900612	0.5922014569477941
900060	0.8780248658569917
900316	0.6001899576107256
900339	0.6564460650728209
900359	0.6722276818712049
900062	0.6499028391608273
900352	0.7560659053292936
900410	0.4814577213304351
900404	0.5189026225032316
900221	0.522376275540831
900466	0.709074468362615
900576	0.826497248361278
900297	0.7432889580436721
900243	0.68866844795724
900459	0.5140162588278117
900492	0.7206803736466905
900324	0.6840349762920513
900259	0.7774416267537736
900328a	0.580951625612196
900390	0.8166738008235793
900377	0.5359758129454941
900142	0.6586985433441856
900318	0.7138197431330757
900323	0.6709263409942493
900222	0.8525869096409046
900245	0.879859045167466
900248	0.739037407466824
900141	0.850512443881476
900586	0.6065141985988391
900307	0.5780456857478897
900229	0.8295177189308484
900302	0.852590634539395
900546	0.6934972312758231
900149	0.6031703149672871
900434	0.8448371335227026
900356	0.8182760021448586
900570	0.8149664600215768
900440	0.4160587922205598
900386	0.9353685830421021
900140	0.7461165810627509
900100	0.8453804492450174
900223	0.5757107011647092
900136	0.7651283515981132
900264	0.5356616897258415
900561	0.626139138748285
900099	0.811189040249551
900227	0.6704332640102709
900555	0.8397698768296022
900239	0.8598850114929053
900487	0.493218174523579
900268	0.8033681561116294
900312	0.6050529061153147
900242	0.5812493027059292
900395	0.8523584879769511
900267	0.632353131651877
900358	0.7732093536783207
900554	0.8511537398296357
900478	0.6145134271640182
900292	0.606568698377381
900139	0.9458717252685769
900627	0.8857749079696304
900319	0.7492938830795444
900396	0.8627272277989786
900483	0.5507846529431081
900458	0.8821348406330685
900272	0.5235829827333912
900505	0.8004912409881652
900393	0.6047458278080945
900399	0.6666833382444668
900238	0.8693608758567312
900556	0.6097270219837982
900234	0.5038741386719877
900577	0.7047340025926254
900271	0.8906455616924458
900103	0.728370587917875
900508	0.6811872158098033
900588	0.6534796627671349
900094	0.7780068854593254
900381	0.6088240143163874
900462	0.5147688722131529
900256	0.6784716164000639
900078	0.6596620660513204
900269	0.5700206661995185
900134	0.7081068142277135
900587	0.8110062555719197
900414	0.6614075789187197
900351	0.608087411673752
900233	0.7234129204407339
900616	0.47164427346450544
900413	0.6574881553603205
900468	0.7107129531266508
900444	0.5663290300214392
900350	0.8500741125275391
900125	0.8841030024813287
900383	0.7298958178150059
900617	0.4851961269182271
900102	0.4886271252044642
900310	0.5510481924950854
900545	0.6873273204518308
900599	0.748935750915276
900411	0.6944114081036339
900560	0.7561114819099276
900148	0.6351151781511198
900472	0.5156729693895058
900601	0.5999262753887925
900097	0.9039267744334482
900614	0.7026005384773861
900254	0.7588036779342553
900053	0.5832200369058421
900084	0.8420981991351871
900085	0.8704168964831174
900606	0.7891585307011335
900330	0.540951446654233
900447	0.6700743707282821
900572	0.7438723391048553
900081	0.625441570314145
900541	0.5251772959784557
900283	0.8132369730429594
900076	0.6367475787886557
900336	0.44693403052558994
900585	0.7165039237018264
900080	0.6497173927182952
900369	0.7717081500774641
900246	0.6062209717019611
900072	0.7622185320365075
900329	0.6164060863946675
900066	0.590977853188767
900613	0.7842076241314595
900506	0.8121538001379707
900116	0.6567794142154839
900480	0.607612870024052
