	0
900317	4.8273907105712
900263	36.001057486372
900584	17.7068568077914
900089	6.0003129704323
900270	23.48417023605141
900558	18.015693163278403
900104	10.9843162939144
900449	2.5561511535714
900055	8.971465090463202
900236	13.478108323125097
900484	4.083905043191299
900284	8.023446125514297
900090	14.947597946595296
900542	12.1835178072911
900605	8.183520316930402
900138	1.6916528967003002
900113	11.122477443025401
900431	3.6496765437011
900082	11.356134449163301
900224	2.9623923694421
900370	6.642797075182102
900122	3.8198665174412003
900347	3.1877455651014004
900249	24.418122668196606
900145	18.5051076189713
900308	7.708278821342101
900314	7.7811526045801
900052	7.338978757823201
900059	9.144199185547402
900551	5.850914885894401
900301	2.6429546196813
900442	11.705346611285098
900131	18.232775998487696
900095	8.0928629074424
900392	2.4711294455801
9000107	10.2951320628133
900086	4.677781847653399
900128	5.215043701812299
900261	17.8290763058096
900093	9.6304655375442
900540	5.100390317341299
900426	24.026030586127508
900438	6.708479150691301
900563	5.531857370481301
900500	12.3107553342492
900559	5.8312382405063
900285	21.071225810788498
900061	4.757816074673
900622	6.9957478488821
900385	4.505182369771299
900372	14.763292345362403
900244	4.310510381621299
900548	6.664921116230099
900376	28.806394178361398
900231	7.497464772740301
900485	18.3926974803129
900409	15.8626842590822
900429	6.887752939694202
900602	8.442042060442201
900435	6.6279547096823
900388	18.166054644155302
900631	12.968469701278202
900228	5.5247249324214
900353	9.7429572929924
900367	9.0681134097204
900475	5.887482145409301
900446	13.6712487561913
900470	28.4623503660025
900593	9.0385540102652
900126	7.345233622561302
900344	5.999332190061301
900583	18.514251186925495
900501	16.3919522411661
900503	16.503128050140102
900300	3.3856039182460003
900349	8.337256321670301
900436	9.137251811673101
900291	18.456899911193304
900432	4.5812011419934
900571	9.295879246523302
900108	12.377615913276104
900575	17.467121827831097
900612	1.2369527488819998
900060	6.572656393582099
900316	8.7557207388744
900339	5.6741244201812995
900359	4.284022001861301
900062	7.163549750521302
900352	20.327328647590004
900410	11.211566159395502
900404	2.6349203932001
900221	4.911482112351999
900466	3.5652764491701
900576	14.3663183492072
900297	14.402592206236298
900243	36.27892847617961
900459	2.7986789734513002
900492	12.483489499853302
900324	12.416966736961202
900259	9.325036285077202
900328a	14.219722253161502
900390	25.936667640950095
900377	6.9492226987022985
900142	2.4515828798111
900318	7.990020688660298
900323	20.967249900354304
900222	8.898611321172101
900245	40.9696825685083
900248	6.609347438701301
900141	7.827566288102201
900586	6.028472003944399
900307	6.823150194263199
900229	11.792668290468301
900302	20.875698052310195
900546	12.550697051193108
900149	6.988156173141103
900434	15.3013473287444
900356	24.530116571767106
900570	24.8095278544625
900440	6.6328941851141
900386	21.769733067733505
