Ca009STNL_Ca-009-ST_skin_case-nonlesional	900222_Ca-101-ID_skin_case-nonlesional	Ca010EBNL_Ca-010-EB_skin_case-nonlesional	900461_Ca-146-SM_skin_case-nonlesional	900052_Ca-011-LQ_skin_case-nonlesional	900227_Ca-103-BT_skin_case-nonlesional	900058_Ca-013-NN_skin_case-nonlesional	900230_Ca-104-SB_skin_case-nonlesional	900233_Ca-105-LX_skin_case-nonlesional	900061_Ca-014-LB_skin_case-nonlesional	900236_Ca-106-NM_skin_case-nonlesional	900064_Ca-015-AM_skin_case-nonlesional	900239_Ca-107-BM_skin_case-nonlesional	900068_Ca-016-YT_skin_case-nonlesional	900256_Ca-108-EJ_skin_case-nonlesional	900071_Ca-017-OM_skin_case-nonlesional	900477_Ca-151-QR_skin_case-nonlesional	900483_Ca-153-MN_skin_case-nonlesional	900074_Ca-018-AS_skin_case-nonlesional	900079_Ca-019-EC_skin_case-nonlesional	900262_Ca-110-LN_skin_case-nonlesional	900082_Ca-020-AZ_skin_case-nonlesional	900277_Ca-111-IN_skin_case-nonlesional	900085_Ca-021-IM_skin_case-nonlesional	900300_Ca-112-AM_skin_case-nonlesional	900259_Ca-109-BJ_skin_case-nonlesional	900294_Ca-113-MN_skin_case-nonlesional	900088_Ca-022-MS_skin_case-nonlesional	900296_Ca-114-QT_skin_case-nonlesional	900091_Ca-023-EJ_skin_case-nonlesional	900303_Ca-115-OM_skin_case-nonlesional	900094_Ca-024-ZM_skin_case-nonlesional	900306_Ca-116-AN_skin_case-nonlesional	900097_Ca-025-AC_skin_case-nonlesional	900486_Ca-154-OS_skin_case-nonlesional	900225_Ca-102-IR_skin_case-nonlesional	900309_Ca-117-SM_skin_case-nonlesional	900100_Ca-026-KM_skin_case-nonlesional	900332_Ca-118-AS_skin_case-nonlesional	900103_Ca-027-IM_skin_case-nonlesional	900329_Ca-119-AM_skin_case-nonlesional	900108_Ca-029-TD_skin_case-nonlesional	900338_Ca-120-ST_skin_case-nonlesional	900111_Ca-030-LM_skin_case-nonlesional	900114_Ca-031-AN_skin_case-nonlesional	900335_Ca-121-BT_skin_case-nonlesional	900117_Ca-032-LN_skin_case-nonlesional	900341_Ca-122-UK_skin_case-nonlesional	900120_Ca-033-UD_skin_case-nonlesional	900123_Ca-034-LS_skin_case-nonlesional	900128_Ca-008-AF_skin_case-nonlesional	900055_Ca-012-LM_skin_case-nonlesional	900468_Ca-148-AL_skin_case-nonlesional	900130_Ca-035-AR_skin_case-nonlesional	900133_Ca-036-TK_skin_case-nonlesional	900406_Ca-127-OM_skin_case-nonlesional	900147_Ca-037-HM_skin_case-nonlesional	900409_Ca-128-SN_skin_case-nonlesional	900558_Ca-042-AM_skin_case-nonlesional	900415_Ca-129-AJ_skin_case-nonlesional	900412_Ca-130-PM_skin_case-nonlesional	900555_Ca-043-SS_skin_case-nonlesional	900418_Ca-131-PM_skin_case-nonlesional	900579_Ca-045-HN_skin_case-nonlesional	900421_Ca-132-LD_skin_case-nonlesional	900570_Ca-046-MT_skin_case-nonlesional	900424_Ca-133-LT_skin_case-nonlesional	900573_Ca-047-MD_skin_case-nonlesional	900427_Ca-134-IT_skin_case-nonlesional	900576_Ca-048-LN_skin_case-nonlesional	900582_Ca-049-LM_skin_case-nonlesional	900588_Ca-050-MM_skin_case-nonlesional	900437_Ca-137-TM_skin_case-nonlesional	900585_Ca-051-AM_skin_case-nonlesional	900492_Ca-155-LS_skin_case-nonlesional	900591_Ca-052-LM_skin_case-nonlesional	900434_Ca-138-SM_skin_case-nonlesional	900594_Ca-053-NN_skin_case-nonlesional	900440_Ca-139-OS_skin_case-nonlesional	900611_Ca-054-RN_skin_case-nonlesional	900443_Ca-140-EM_skin_case-nonlesional	900622_Ca-055-LN_skin_case-nonlesional	900446_Ca-141-TC_skin_case-nonlesional	900480_Ca-152-HN_skin_case-nonlesional	900449_Ca-142-AM_skin_case-nonlesional	900625_Ca-056-DH_skin_case-nonlesional	900452_Ca-143-ST_skin_case-nonlesional	900454_Ca-144-HN_skin_case-nonlesional	900458_Ca-145-LM_skin_case-nonlesional	900506_Ca-160-LB_skin_case-nonlesional	900465_Ca-147-LJ_skin_case-nonlesional	Ca008HNNL_Ca-008-HN_skin_case-nonlesional	900495_Ca-156-MV_skin_case-nonlesional	Ca007NKNL_Ca-007-NK_skin_case-nonlesional	900474_Ca-150-ZS_skin_case-nonlesional	900501_Ca-158-LC_skin_case-nonlesional	900504_Ca-159-AS_skin_case-nonlesional	900471_Ca-149-LM_skin_case-nonlesional	900125_Ca-009-ZN_skin_case-nonlesional	900076_Ca-0006-KM_skin_case-nonlesional	900509_Ca-161-OM_skin_case-nonlesional	900127_Ca-008-AF_skin_case-nonlesional	900498_Ca-157-LM_skin_case-nonlesional	900395_Ca-123-PG_skin_case-nonlesional	9003952_Ca-123-PG_skin_case-nonlesional	900398_Ca-125-IM_skin_case-nonlesional	9003982_Ca-125-IM_skin_case-nonlesional	900401_Ca-124-AB_skin_case-nonlesional	9004012_Ca-124-AB_skin_case-nonlesional	Ca006ONNL_Ca-006-ON_skin_case-nonlesional	Ca006ONNL2_Ca-006-ON_skin_case-nonlesional	Unknown	
900089_Ca-022-MS_nasal_case-anterior	4.59E-07	0	0	0	3.20E-13	0	0	0.0001764942894	0	0	0	0	1.62E-06	0	0	1.32E-12	0	0	0.002923007513	0	0	0	0	0	0	0.00269397717	0	0	0	0	0.002288063242	0	0	0	0	0	0.7534715897	4.52E-13	0	0	0	1.60E-12	0	0	8.47E-07	0.0009054850372	0	0	8.77E-14	0	0.2201697656	1.17E-12	1.48E-06	0	1.70E-12	0	1.73E-06	0.00331710753	0	0	0	7.73E-13	1.06E-06	0	0	8.87E-13	1.13E-12	0	1.70E-06	0	2.96E-14	0	1.42E-06	0	0	0	1.86E-06	0	0	3.16E-13	0	0	1.50E-12	0	6.76E-13	1.01E-12	1.85E-06	0	0	0.01139839236	0	5.13E-13	0	0	1.60E-12	0.002614762279	0	2.62E-05	0	0	0	0	1.39E-12	0	0	0	1.14E-06	2.75E-13	0	0	0	0
900298_Ca-114-QT_nasal_case-anterior	0	0	0	0.002035921492	0.001822019778	0	0	0.006217091506	0	0	0	0	0.00524674772	0	0	0	0	0.01775949	0.001947761992	0.0004375140824	0	0	0	0	0	0.004594631965	0	0	0	0.001520241224	0.0003309088284	0	0	0	0	0.002116954007	0	0.001632239278	0	0	0.001948675684	0	0.2217042388	0	0	0.03436344991	0	0	0.01052438167	0	0	0	0	0	0	0	0.005757349026	0.003101153077	0	0.001602960852	0	0.00188344012	0.2652722567	0.008590171223	0	0	0.001495361639	0.000253201103	0	0.0009903200692	0.001999507524	0	0	0	0	0	0.0005935875245	0	0	0.00142763497	0	0.001574493229	0.005710804257	0.001529740501	0.3279052366	0	0.00180713671	0	0	0.00686847011	0	0.0004896567296	0	0	0.007263692663	0.01531597354	0.002352308344	0	0	0	0	0	0.001160067655	0	0	0.001354929846	0.0003524025347	0.01914587551	0	0	0	0
900092_Ca-023-EJ_nasal_case-anterior	8.73E-08	0	0	7.92E-06	0	0	0	0.001370622924	0	0	0	0	5.66E-05	0	0	6.53E-07	0	1.25E-07	0.002218180397	0	0	0	0	0	0	0.00854188333	0	0	8.97E-07	0	0	0	0	0	0	0.0007115041419	5.62E-05	2.68E-07	0	0	0	0	0	0	0	6.09E-07	0	0	7.99E-07	0	0.0168421261	0.007662601014	0.0009665662952	0	0	0	6.81E-07	0.002210265274	0	0	0	4.06E-07	0.00788749298	2.50E-05	0	2.29E-07	0	5.24E-08	0	0	3.45E-07	0	4.57E-07	0	0	0	0.04893745466	0	0	0	0	0	4.90E-07	6.65E-07	0	0	0	4.47E-07	0	0.7524055218	0	0	0	0	4.62E-05	0.01225040418	0	0	0	0	0	0	0	6.21E-07	2.85E-05	5.78E-07	0	0.1377665837	0	0	0	0
900304_Ca-115-OM_nasal_case-anterior	0	0	0	0	0	0	0	0.04370697855	0	0	0	0	0.01512037685	0	0	0	0	0.004839370534	0.04346087048	0	0.005606797663	0	0	0	0	0.02639632359	0	0	0.009670091806	0	0.01407770933	0	0	0.008858567766	0	0.004781036435	0.01170057148	0.0007785376409	0	0	0	0	0	0	0.01610513049	0.02165771053	0	0	0.02182043503	0	0.1543705819	0.01094140183	0.01442552441	0	0	0	0.001080050305	0.06470422864	0.002293724547	0.01757672341	0	0	0.01046232506	0.0502403286	0	0.0451545272	0	0.04058966464	0	0	0.03373062759	0	0	0	0	0	0.01668362801	0	0	0	0	0.01367028267	0.06084903215	0	0.001262294562	0	0.01566500358	0	0	0	0	0	0	0	0.01816897921	0.01575661863	0	0	0	0	0	0	0	0	0	0	0.01065473257	0.1124295267	0	0.04070968566	0	0
900095_Ca-024-ZM_nasal_case-anterior	1.25E-07	0	0	0	0	0	0	0.0004240480528	0	0	0	0	9.95E-08	0	0	0	0	1.81E-07	0.000257692859	0	2.86E-07	0	0	0	0	0.02557372957	0	0	4.05E-07	0	2.21E-07	0	0	2.06E-07	0	3.07E-07	1.19E-07	2.35E-07	0	0	0	0	0	0	6.48E-05	0.008554439528	0	0	0	0	5.64E-08	0.0001047726375	0	0	0	0	3.51E-07	0.008472995593	0	1.64E-07	0	0.4927206399	0.08142678717	0.0002513153481	0	0	2.04E-08	1.51E-07	4.03E-07	0.0003687331832	0	0	6.41E-05	0	0	0	1.18E-07	0	0	0	0	0	0.0001513857718	0	0	0	0	2.35E-08	0	0.008393479114	0	0	0	0	0.000216962021	0.3729497297	0	5.18E-08	0	3.71E-07	0	0	0	0	2.26E-07	1.78E-07	0	7.62E-08	0	0	0	0
900307_Ca-116-AN_nasal_case-anterior	0	0.002364189718	0.002312136393	0.0003306541678	0.02407789871	0	0	0	0.009199169397	0.005308383314	0.0005665766544	0	0.001223331329	0.003812496001	0.02509118681	0.01817712975	0.01839798409	0.03849219702	0	0.01068472505	0.02379089833	0.0006052146233	0.007526141062	0.001634741332	0.001950137377	0	0.001585443487	0.03430767007	0.01863823959	0.0007302009404	0.001501695797	0	0.01009127645	0.003892945902	0.007435654829	0.002204251725	0.002476086949	0.002592818711	0	0.001275495541	0.03522190167	0.0598541636	0.0005960052415	0.01933120755	0	0	6.10E-05	0.003177797231	0.002653381701	0.01760974299	0	0	0	0	0.01200036068	0.006422836385	0.007306421763	0	0.007091175653	0	0.04802394306	0.001397055035	0	0.0002821424779	0.02139779263	0.002229592299	0.0001596852944	0.001945938849	0.006256651702	0.00923815317	0	0.07707606785	0.003379829336	0.003247392922	0.005319599836	0.029258257	0	0.002598034562	0.009118102743	0.009609766351	0.002229668941	0.03677812343	0	0.01199492272	0	0.001469899404	0	0.01867445689	0	0.002324516632	0.03432455231	0.02138436514	0.00147685773	0.01884312552	0.001776925577	0	0.01303239878	1.48E-05	0.003970396209	0.03867007387	0.006288698573	0.008254734324	0.001774872619	0.02282070051	0.0005020132726	0.001804241509	0	0	0.01990633318	0.04631306529	0.001229292129	0
900098_Ca-025-AC_nasal_case-anterior	7.35E-08	0	0.001545494616	1.78E-05	0.0001332157155	0	0	0.2639772418	0.008062075016	0.02539330674	0.02292804449	0.02053246161	0.0004727178931	0.00113120539	1.54E-06	0.0003017677732	0.0004292055433	0.02159831091	0.0001235058294	0.0001667217781	1.02E-05	3.69E-08	0.02008231758	0.0003458986388	0.0001249591046	0	2.63E-07	0.02692897217	0.007861226714	0	0.005864642675	9.43E-06	0.03250048509	0.002221478699	0.0001527885942	0.002527247916	0.01002792221	0.0006224843742	0	9.56E-07	0.02326814048	0.07655028264	0	0.004517538337	0.0005295391056	0.0005675615418	7.94E-05	4.73E-07	1.74E-05	0.0004707111355	0	2.61E-05	0.001329657472	2.77E-08	4.38E-05	1.41E-05	0.0001140325397	0.005947208901	0.0002976346007	0	0.01761952589	1.43E-05	1.91E-05	5.82E-08	0.002391910319	0.0004190425834	0.00424835991	9.62E-05	0.006434991097	0.03435643189	0.001428735709	0.02556949949	3.26E-05	0.04510167475	0.0001390177065	8.36E-06	0.0001307348299	6.62E-08	0.01646742966	0	1.12E-08	0.02795989837	0.004420503569	0.01050249369	1.81E-07	0.0002920984883	0.1077940663	0.02034283506	0	0.005332544536	0.003848085581	0.0003706132908	0	0.0009777954228	6.48E-05	4.00E-05	1.10E-06	0.002627709023	0.02670953613	0.0003453197437	0.001016825658	0.01737533015	1.64E-08	0.01786329404	1.84E-05	0.0001347531712	6.73E-06	6.45E-05	0.003769372009	0.003773060867	5.45E-07	0
900487_Ca-154-OS_nasal_case-anterior	0	0	0	0	0.01657538842	0	0.02017883557	0	0	0	0	0	0	0	0	0.01469238527	0	0	0.002697290457	0	0	0	0.003608641053	0	0	0	0.001308688989	0	0	0	0.003700520911	0	0	0	0	0.008470254304	0	0.007052124791	0	0	0	0.00121874728	0	0	0.0007154620007	0	0	0	0.003046115066	0	0	0	0	0	0.001252278288	0	0	0	0	0.007423595344	0	0	0.04028854893	0	0	0	0.001442051605	0	0	0	0	0	0	0.0692104222	0	0	0	0	0	0.00120509074	0	0.006772908564	0	0	0.5942571909	0	0.0006530796884	0	0.019908533	0	0	0	0.0005355355068	0	0.003395694698	0	0	0.1666666667	0	0	0	0	0.001129639226	0.001787246272	0	0	0	0	0	0.00080706426	0	0
900310_Ca-117-SM_nasal_case-anterior	0	0	0	0	0	0	0	0	0	0	0	0	0.01420473297	0	0	0	0.007959662651	0	0.1490375984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01596241777	0	0.1793970951	0	0	0	0	0	0	0	0	0	0	0	0.1001938378	0	0	0	0	0	0	0	0	0	0.02229560486	0.01337878579	0.001612905945	0	0.01622244639	0	0	0	0	0	0.003143092176	0	0.2352248587	0	0	0	0	0	0	0	0	0	0	0	0	0.2213190751	0	0	0	0	0	0	0	0.008943263853	0	0.01110462253	0	0	0	0
900101_Ca-026-KM_nasal_case-anterior	0	0.002124073318	0	0	0	0	0	0.0006566293763	0	0	0	0	0.01328323326	0.002786326037	0	0.0009044896707	0	0.003232010564	0.0004401459702	0	0	0	0	0	0	0.00184686475	0	0	0	0	0.006524132965	0	0	0	0	0.001142306591	0.01176692726	0	0	0	0	0	0	0	0.00179746102	0.03214722244	0	0	0.001892243379	0	0.005009415563	0.002680415978	0.2791999178	0	0	0	0.1164605683	0.02462820781	0	0.001862300119	0	0.002420509726	0.2622018114	0	0	0	0	0.001375147135	0	0.0009642184056	0.007348582418	0	0	0	0	0	0.01087915914	0	0	0.002172239767	0	0	0.02356243937	0	0.1150853378	0	0	0.003029818664	0	0.02689290342	0	0	0	0	0.007835142564	0.01305086496	0	0	0.003440259445	0	0	0	0	0	0	0	0	0.009356673625	0	0	0	0
900333_Ca-118-AS_nasal_case-anterior	3.54E-07	4.82E-05	2.07E-07	4.19E-05	0.008787705845	0	0	0.0001760738165	0	0	0	0	0.0003500899271	0	0	5.86E-08	0.1653297552	0	0	0	0	0	0	0	0	0.0138756188	0	0	0	0	5.16E-07	0	0	3.25E-07	0	3.70E-07	6.95E-07	1.18E-07	0	0	0	0	0	0	5.55E-07	0.0060286692	0	0	0	0	2.30E-07	4.42E-07	1.85E-07	0	7.30E-07	0	6.37E-07	0.02014689863	0	0	0	2.11E-05	5.89E-05	0.0002247005571	0	4.28E-07	0	0.01040622469	0	0.0004101237334	3.34E-07	0	1.59E-06	0	0.0001757627966	0	0.1522261061	0	0	0.2137947948	0	0	0.001036153384	0	7.78E-07	5.95E-07	0	0	0	2.49E-07	0	0	0	0	0.0005172494516	0.3922217083	0	0	0.0004043272731	0	0	0	0	8.05E-08	0	0	0.002497815687	0.01121072367	0	0	0	0
900104_Ca-027-IM_nasal_case-anterior	1.68E-07	0	1.11E-05	0.004758883327	1.91E-07	0	0	0	0.02434916179	9.08E-05	1.95E-05	0	7.93E-07	0.0001510830534	2.95E-05	0.003080523293	0.0001210610523	0.005302392923	0.03849532967	0.002161435659	0.01548998099	1.59E-07	0.0021242793	0.000181171766	0.002659693578	0.2797742704	0	0.001085866386	4.92E-05	0	0.005632685787	0	0.001304191177	0.0001338750767	0.001160715032	6.91E-07	7.27E-06	0.0009732713403	0	0.0001756336361	0.000588195052	0.004763846325	8.44E-07	4.47E-07	6.97E-07	8.00E-07	0.0002373731207	0.001178798959	2.49E-05	0.0001198024686	0	0.249377328	0.0001160775428	0	5.34E-05	6.28E-05	0.0005163829533	0	0.0001408598863	0	0.005373687607	4.52E-07	0.003056134805	0.01815000827	0.0001210010455	9.93E-06	2.11E-07	0	0.0001350533985	1.11E-07	0.0003218076979	0.004475798062	3.55E-07	0.01634371822	7.30E-07	1.11E-05	0.001950815502	0.001084855461	7.27E-05	0	2.10E-07	6.35E-06	5.92E-07	7.23E-07	0.1408834083	7.76E-06	0	0.0008867074937	0	0.1563415477	0.0001615091211	6.37E-05	2.70E-05	0.0005752621192	1.81E-08	6.13E-07	0	6.42E-06	0	1.03E-05	0.001614448075	2.31E-05	0	0.0007343616883	0.0002043820962	0	4.86E-07	0	8.32E-05	0.0006093525554	0.0001426105803	0
900330_Ca-119-AM_nasal_case-anterior	1.08E-07	0	0	0	4.97E-07	0	0	0.0001784854842	0	0	0	0	0.004900018768	7.52E-07	0	6.97E-07	0	0	0.0005058281704	6.99E-07	0	0	0	0	0	0.004331049218	0	0	0	7.26E-07	2.26E-07	0	0	7.35E-07	0	0.04548982842	0	0	0	0	0	0	0	6.95E-07	3.90E-07	0.0079786513	0	0	0	0	0.107346436	0	7.86E-05	0	0	0	5.89E-05	0.001164876696	5.33E-07	0	0	0.0001797620336	0.1473601606	0	0	4.81E-07	0	0	0	0.0001368858275	0.0001599813499	0	0	0	0	0	0.0001088265051	0	0	0	0	0	3.27E-07	0	0.6175807166	0	0	0	0	0.000107136821	0	1.63E-07	3.57E-06	0	6.83E-05	0.01855516915	0	0.0004543358604	1.76E-07	0	0	0	0	7.27E-07	1.25E-06	0	1.68E-06	0.04324169022	0	2.26E-08	0	0
900109_Ca-029-TD_nasal_case-anterior	2.52E-07	2.20E-07	0	0	1.71E-07	0	0	0.01974054255	0	0	0	0	2.62E-05	0	0	2.96E-08	0	3.25E-07	0	0	0	0	0	0	0	0.002143069331	0	0	0	0	0	0	0	0	0	0.002516155101	0	0.0002809963417	0	0	0	0	0.001375733404	0	0	0.001884789945	0	0	0	0	0.08289480068	2.70E-07	0	0	1.89E-09	0	0	0.0001083180596	0	0	0	3.16E-05	0.002714576786	0.00112540263	0	0	0	0	0	0	1.13E-07	0	2.31E-07	0	0	0	0.002014143209	0	0	2.87E-07	0	0	0.1671338761	2.16E-07	0.000427499965	0	0	1.63E-07	0	0.1630702562	0	0	0	0	0	0.02628345624	0	0.0003382708029	3.87E-08	0	0	0	0	0	0	0	0.025861728	2.62E-05	0	0	0	0.5
900339_Ca-120-ST_nasal_case-anterior	2.88E-07	0	0	1.05E-07	0	0	0	3.01E-12	0	0	0	0	3.62E-06	3.99E-12	5.14E-12	9.33E-12	0	1.11E-11	0.1970866031	1.39E-07	0	0	0	0	0	0.5655924254	0	0	2.04E-07	0	6.04E-05	0	0	0	0	6.22E-05	1.35E-07	0	0	0	0	0	0	0	1.74E-11	0.001030167546	0	1.01E-07	1.69E-11	0	3.08E-07	3.56E-07	4.50E-12	0	1.13E-11	0	1.80E-12	2.62E-07	0	0	0	0.0001868026475	0.002241367818	5.43E-05	0	0	0	1.16E-12	1.52E-07	0	0	0	0	0	0	0	0.0148517589	0	0	1.92E-12	0	0	9.50E-05	0	6.52E-12	7.72E-12	0	1.52E-11	0	0.009987220435	0	0	9.94E-11	0	0.0001318388261	0.1268987193	0	5.60E-11	0	0	0	0	1.78E-10	0	4.05E-06	0	4.98E-07	0.08171098805	0	0	0	0
900112_Ca-030-LM_nasal_case-anterior	0	0	0	0.003629134272	0	0	0	0	0	0	0	0	0.1798104796	0	0	0.008411143612	0	0	0.5212114403	0.004685759109	0	0	0	0	0	0.006532478876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0160097279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009858716697	0	0	0	0	0	0	0	0.2340570501	0	0	0	0	0.008241358869	0	0	0	0	0.002056125406	0	0	0	0	0	0	0	0.005496585262	0	0	0	0	0	0	0	0	0
900115_Ca-031-AN_nasal_case-anterior	9.07E-08	0	0	1.05E-07	0	0	0	0.0001825493342	0	0	0	0	4.13E-05	0	0	9.59E-08	0	0	0.0009128997	0	0	0	0	0	0	8.92E-08	0	0	0	0	4.20E-05	2.83E-05	0	0	0	0.0001786071657	0	5.11E-06	0	0	6.36E-08	0	0	0	0	0.301715025	0	0	3.04E-08	0	1.28E-05	8.50E-06	0	5.90E-05	1.45E-05	0	5.68E-08	0.0002549903537	0	9.62E-08	0	5.70E-08	0.2640883229	0.0001694210501	0	2.78E-08	0	2.53E-08	0	9.56E-08	3.46E-09	0	0	2.51E-05	0	0	6.84E-08	0	0	0	0	0	3.58E-08	0	0.4072944946	6.95E-08	0	0	0	0.001439090819	0	0	0	0	0	0.0009555789786	0	0.0224976418	5.91E-05	0	0	0	0	0	0	1.47E-05	0	8.53E-08	0	0	0	0
900336_Ca-121-BT_nasal_case-anterior	9.02E-07	6.86E-13	0	1.44E-08	0	0	0	2.40E-06	0	0	0	0	1.16E-11	0	0	1.42E-12	0	2.72E-08	0	0	8.49E-12	0	0	0	0	8.00E-06	0	0	0	0	2.54E-12	0	0	0	0	7.29E-07	1.70E-06	1.48E-08	0	0	0	0	0	0	8.96E-12	0.0005557094027	0	5.27E-13	0	0	0.1990378266	3.71E-12	0	0	0	0	0	3.46E-07	0	0	0	1.07E-12	5.22E-05	4.95E-12	0	0	1.11E-11	3.41E-13	3.01E-12	0	0	0	0	0	0	0	7.74E-08	0	0	0	0	0	1.07E-06	0	4.88E-09	0	8.40E-12	0	0	0.0001379863863	0	0	0	0	1.12E-11	3.53E-09	0	9.64E-12	0	3.24E-12	0	0	0	6.16E-12	9.50E-12	0	0	1.09E-08	0	0	0	0.8002010046
900118_Ca-032-LN_nasal_case-anterior	8.21E-07	0	0	2.69E-10	0	0	0	6.84E-10	0	0	0	0	0	0	0	0	0	9.29E-16	5.97E-08	0	1.91E-10	0	0	0	0	1.09E-15	0	0	8.10E-09	0	1.13E-06	0	5.03E-17	0	0	2.89E-07	1.42E-06	5.95E-14	0	0	0	3.36E-16	1.47E-13	3.89E-14	0	0.0001959337008	0	0	0	0	1.02E-10	3.35E-16	0	0	9.03E-16	0	9.52E-09	3.77E-07	0	0	0	0	0.7619978078	0	0	0	0	2.97E-07	4.75E-17	0	0	0	1.14E-15	0	0	0	7.29E-09	0	0	0	0	0	2.11E-07	0	0.2376222719	1.05E-15	0	0	0	0.0001786016998	0	0	0	0	8.63E-16	7.53E-07	0	3.78E-16	1.09E-15	1.97E-16	0	0	0	9.93E-16	0	0	0	4.10E-10	0	0	0	0
900342_Ca-122-UK_nasal_case-anterior	3.94E-07	0	0	0.001376505861	1.22E-09	0	0	0.0004808962892	0	0	0	0	1.11E-09	7.37E-10	2.48E-10	0	0	0	9.79E-07	1.49E-10	0	0	0	0	0	0.08452154326	0	0	0	0	0.0006677376105	0	1.16E-09	0	0	8.33E-10	0	0	0	0	0	0	0	0	0	3.31E-05	0	0	0	0	0.5018171735	0.0001255483696	0.0004864488875	0	2.59E-07	0	2.80E-10	0.0003733767066	0.001264534952	5.50E-10	0	1.26E-06	9.12E-06	0.001650176357	0	5.69E-10	8.81E-05	9.32E-07	2.21E-10	5.81E-10	9.17E-10	0	5.83E-07	0	0	0	0.01783715497	0	0	0	0	0	0	0	3.07E-05	0	0	2.06E-10	4.11E-06	0.1018961602	0	9.43E-07	2.42E-10	0	0.001248388252	0.2842709706	0	0.0001274429616	1.21E-09	0	0	0	0.00164915208	0	0	5.34E-10	0	3.62E-05	0	0	0	0
900121_Ca-033-UD_nasal_case-anterior	2.88E-07	0	2.90E-07	3.87E-05	0.0005308695125	0	5.28E-05	0.008545343303	5.78E-06	2.02E-05	4.52E-07	0	1.53E-07	0.0008964024328	0.0002864376834	7.33E-05	0.05108348701	5.21E-06	4.75E-08	9.51E-08	0.001113353719	3.35E-05	0.01142472965	4.17E-05	1.88E-07	2.37E-06	0.001544927059	9.60E-06	4.51E-05	0	1.98E-10	0	0.008346856144	0.0004039719491	0.0002543963085	1.49E-05	3.07E-05	9.65E-08	0	5.06E-07	0.001213772706	0.03247289661	3.05E-05	0.04050019145	0.1417985101	2.24E-06	0.001140419817	0	3.53E-05	0.0008121506739	3.38E-05	4.26E-07	2.43E-05	8.17E-11	0.006549380368	4.69E-07	2.24E-05	0.003822017543	1.75E-05	0.007263987124	0.09206191925	4.99E-07	4.31E-08	3.34E-07	4.08E-05	1.25E-05	2.60E-05	2.66E-10	0.00322731656	0.001209861873	3.54E-07	0.001172218067	0.0006851457426	0.0005332689447	0.008680228703	0.0001772067873	1.79E-07	0.003947860994	0.001661814841	3.81E-07	4.70E-11	4.11E-05	0.001151537668	0.02226548298	0	0.001940123023	4.35E-08	0.005985868621	4.19E-08	4.68E-07	0.007166943353	0.02218753313	0	4.95E-07	0.001171765409	3.98E-05	0.00041896504	0.0002390031931	4.05E-11	2.45E-10	7.51E-05	3.10E-05	5.66E-12	8.37E-11	2.20E-05	0.08162498726	0.3907625956	0.001383777017	0.01579119894	0.001112011446	0.01260329081	0
900124_Ca-034-LS_nasal_case-anterior	6.43E-07	0	9.90E-07	1.00E-06	0	0	0	0	6.06E-05	0.01013167955	1.07E-07	0	7.50E-10	0.01328532058	0.001337244175	7.25E-10	0.0008472579085	8.83E-05	0.001029006542	8.08E-05	3.16E-05	0	8.85E-05	3.13E-07	0.0056375194	1.15E-09	1.31E-09	0.008594705103	3.98E-05	7.24E-07	7.33E-11	0	0.001476862038	5.76E-05	5.55E-06	1.34E-09	5.18E-05	0.02673518455	0	0.00141285801	3.09E-05	0.0136647903	0.8243438681	1.08E-06	6.29E-07	1.96E-07	0.01324615755	4.13E-07	8.46E-07	2.12E-05	0	0	7.13E-10	0	8.38E-05	1.65E-07	3.25E-06	0	1.29E-06	0	0.04066822742	9.65E-10	5.73E-07	0	7.70E-05	7.82E-10	1.21E-06	7.44E-07	2.49E-10	8.37E-06	5.91E-07	0.004207073553	0	4.04E-05	4.19E-05	0.001268533548	0	5.58E-05	1.51E-06	0	7.69E-10	0.003384075752	4.31E-05	4.68E-05	0.0003693720747	1.27E-09	0	3.48E-05	0	0	0.01395943633	0.001073910051	0	0	0	0	1.35E-06	6.90E-05	0	5.83E-10	0.01053283968	1.18E-06	0	0	0.0004347991008	9.20E-10	0	0	0.001282198933	4.57E-07	2.33E-07	0
900469_Ca-148-AL_nasal_case-anterior	1.01E-06	0	0	0	2.11E-19	0	0	0.5800234892	0	0	0	0	0.00076219921	5.16E-19	5.88E-19	0	0	0	3.82E-11	4.49E-19	0	0	0	0	0	2.78E-19	0	0	0	0	2.78E-11	0	0	0	0	7.54E-13	2.47E-19	1.90E-19	0	0	0	2.85E-12	0	0	1.64E-19	2.07E-11	0	0	2.09E-11	0	0.4172256241	3.70E-19	0	0	0	0	3.30E-19	5.34E-19	0	0	0	1.54E-19	3.40E-12	2.55E-19	0	0	4.76E-19	1.52E-19	2.56E-19	1.42E-11	2.05E-19	0	0	0	0	0	4.18E-11	0	0	3.75E-19	0	0	0.001986765363	0	9.64E-12	0	9.79E-12	0	0	2.10E-19	0	4.66E-20	4.35E-19	0	5.12E-19	0	0	1.38E-13	4.78E-19	0	0	0	0	1.46E-19	0	0	9.08E-07	0	0	0	0	0
