Ca009STNL_Ca-009-ST_skin_case-nonlesional	900222_Ca-101-ID_skin_case-nonlesional	Ca010EBNL_Ca-010-EB_skin_case-nonlesional	900461_Ca-146-SM_skin_case-nonlesional	900052_Ca-011-LQ_skin_case-nonlesional	900227_Ca-103-BT_skin_case-nonlesional	900058_Ca-013-NN_skin_case-nonlesional	900230_Ca-104-SB_skin_case-nonlesional	900233_Ca-105-LX_skin_case-nonlesional	900061_Ca-014-LB_skin_case-nonlesional	900236_Ca-106-NM_skin_case-nonlesional	900064_Ca-015-AM_skin_case-nonlesional	900239_Ca-107-BM_skin_case-nonlesional	900068_Ca-016-YT_skin_case-nonlesional	900256_Ca-108-EJ_skin_case-nonlesional	900071_Ca-017-OM_skin_case-nonlesional	900477_Ca-151-QR_skin_case-nonlesional	900483_Ca-153-MN_skin_case-nonlesional	900074_Ca-018-AS_skin_case-nonlesional	900079_Ca-019-EC_skin_case-nonlesional	900262_Ca-110-LN_skin_case-nonlesional	900082_Ca-020-AZ_skin_case-nonlesional	900277_Ca-111-IN_skin_case-nonlesional	900085_Ca-021-IM_skin_case-nonlesional	900300_Ca-112-AM_skin_case-nonlesional	900259_Ca-109-BJ_skin_case-nonlesional	900294_Ca-113-MN_skin_case-nonlesional	900088_Ca-022-MS_skin_case-nonlesional	900296_Ca-114-QT_skin_case-nonlesional	900091_Ca-023-EJ_skin_case-nonlesional	900303_Ca-115-OM_skin_case-nonlesional	900094_Ca-024-ZM_skin_case-nonlesional	900306_Ca-116-AN_skin_case-nonlesional	900097_Ca-025-AC_skin_case-nonlesional	900486_Ca-154-OS_skin_case-nonlesional	900225_Ca-102-IR_skin_case-nonlesional	900309_Ca-117-SM_skin_case-nonlesional	900100_Ca-026-KM_skin_case-nonlesional	900332_Ca-118-AS_skin_case-nonlesional	900103_Ca-027-IM_skin_case-nonlesional	900329_Ca-119-AM_skin_case-nonlesional	900108_Ca-029-TD_skin_case-nonlesional	900338_Ca-120-ST_skin_case-nonlesional	900111_Ca-030-LM_skin_case-nonlesional	900114_Ca-031-AN_skin_case-nonlesional	900335_Ca-121-BT_skin_case-nonlesional	900117_Ca-032-LN_skin_case-nonlesional	900341_Ca-122-UK_skin_case-nonlesional	900120_Ca-033-UD_skin_case-nonlesional	900123_Ca-034-LS_skin_case-nonlesional	900128_Ca-008-AF_skin_case-nonlesional	900055_Ca-012-LM_skin_case-nonlesional	900468_Ca-148-AL_skin_case-nonlesional	900130_Ca-035-AR_skin_case-nonlesional	900133_Ca-036-TK_skin_case-nonlesional	900406_Ca-127-OM_skin_case-nonlesional	900147_Ca-037-HM_skin_case-nonlesional	900409_Ca-128-SN_skin_case-nonlesional	900558_Ca-042-AM_skin_case-nonlesional	900415_Ca-129-AJ_skin_case-nonlesional	900412_Ca-130-PM_skin_case-nonlesional	900555_Ca-043-SS_skin_case-nonlesional	900418_Ca-131-PM_skin_case-nonlesional	900579_Ca-045-HN_skin_case-nonlesional	900421_Ca-132-LD_skin_case-nonlesional	900570_Ca-046-MT_skin_case-nonlesional	900424_Ca-133-LT_skin_case-nonlesional	900573_Ca-047-MD_skin_case-nonlesional	900427_Ca-134-IT_skin_case-nonlesional	900576_Ca-048-LN_skin_case-nonlesional	900582_Ca-049-LM_skin_case-nonlesional	900588_Ca-050-MM_skin_case-nonlesional	900437_Ca-137-TM_skin_case-nonlesional	900585_Ca-051-AM_skin_case-nonlesional	900492_Ca-155-LS_skin_case-nonlesional	900591_Ca-052-LM_skin_case-nonlesional	900434_Ca-138-SM_skin_case-nonlesional	900594_Ca-053-NN_skin_case-nonlesional	900440_Ca-139-OS_skin_case-nonlesional	900611_Ca-054-RN_skin_case-nonlesional	900443_Ca-140-EM_skin_case-nonlesional	900622_Ca-055-LN_skin_case-nonlesional	900446_Ca-141-TC_skin_case-nonlesional	900480_Ca-152-HN_skin_case-nonlesional	900449_Ca-142-AM_skin_case-nonlesional	900625_Ca-056-DH_skin_case-nonlesional	900452_Ca-143-ST_skin_case-nonlesional	900454_Ca-144-HN_skin_case-nonlesional	900458_Ca-145-LM_skin_case-nonlesional	900506_Ca-160-LB_skin_case-nonlesional	900465_Ca-147-LJ_skin_case-nonlesional	Ca008HNNL_Ca-008-HN_skin_case-nonlesional	900495_Ca-156-MV_skin_case-nonlesional	Ca007NKNL_Ca-007-NK_skin_case-nonlesional	900474_Ca-150-ZS_skin_case-nonlesional	900501_Ca-158-LC_skin_case-nonlesional	900504_Ca-159-AS_skin_case-nonlesional	900471_Ca-149-LM_skin_case-nonlesional	900125_Ca-009-ZN_skin_case-nonlesional	900076_Ca-0006-KM_skin_case-nonlesional	900509_Ca-161-OM_skin_case-nonlesional	900127_Ca-008-AF_skin_case-nonlesional	900498_Ca-157-LM_skin_case-nonlesional	900395_Ca-123-PG_skin_case-nonlesional	9003952_Ca-123-PG_skin_case-nonlesional	900398_Ca-125-IM_skin_case-nonlesional	9003982_Ca-125-IM_skin_case-nonlesional	900401_Ca-124-AB_skin_case-nonlesional	9004012_Ca-124-AB_skin_case-nonlesional	Ca006ONNL_Ca-006-ON_skin_case-nonlesional	Ca006ONNL2_Ca-006-ON_skin_case-nonlesional	Unknown	
900472_Ca-149-LM_nasal_case-anterior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04925132935	0	0	0	0	0	0	0	0	0	0.01181692127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03187167856	0	0	0	0	0	0	0	0	0	0	0	0	0.01730252651	0	0	0	0	0	0.06151946092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8282380834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900510_Ca-161-OM_nasal_case-anterior	2.98E-07	0	0	2.35E-10	7.74E-10	0	0	9.20E-06	0	0	0	0	0.0005692936147	1.09E-09	0	0	0	0	1.35E-06	1.91E-09	1.78E-09	0	0	0	0	5.27E-08	0	0	0	0	7.66E-06	0	0	0	0	8.00E-07	0	5.21E-10	0	0	0	0	0	0	1.12E-06	1.63E-05	0	1.14E-09	0.0008739573353	0	0.2229488391	1.87E-09	0	0	7.81E-10	0	1.94E-09	9.19E-10	0	5.13E-10	0	1.07E-06	0.0861431687	8.86E-07	0	1.28E-06	0	1.02E-06	0	0	7.63E-07	0	9.90E-07	0	0	0	1.68E-09	1.76E-09	0	0	0	0	1.21E-05	0	0.6883521149	4.51E-10	1.78E-09	0	0	0.0005979792901	0	7.22E-10	4.51E-10	0	5.32E-07	1.35E-06	0	7.55E-05	0	0	0	0	1.81E-09	0	1.99E-06	0	0.0003264398602	5.40E-05	0	0	0	0
900126_Ca-009-ZN_nasal_case-anterior	2.60E-07	0	4.27E-08	1.88E-07	0	0	0	0.0006089697791	0	0	0	0	0.2133600955	9.87E-05	0	1.21E-07	0	0	0.001601456504	2.66E-08	0	0	0	0	0	2.47E-07	0	0	0	0	8.11E-05	0	0	2.02E-07	0	0.005803457502	0.004652414126	7.82E-05	0	0	0	0	0	0	1.23E-07	0.04057504278	0	0	0	0	0.003272450832	6.19E-08	0	0	0	0	0	0.06255484751	0	0	0	2.38E-07	0.5577332732	0.003341806727	0	0.002805483787	0	2.48E-08	2.10E-07	4.70E-08	2.94E-08	0	4.87E-08	1.04E-07	0	0	0.03078153578	0	0	0	0	0	0.004357090875	0	0.008212071896	0	0	0	0	6.43E-08	0	0	0	0	4.53E-05	0.0599423573	0	2.69E-07	2.83E-07	0	0	0	0	0	0	4.73E-08	1.55E-07	9.16E-05	0	0	0	0
900499_Ca-157-LM_nasal_case-anterior	0.08150431111	5.35E-48	0	6.29E-12	0	0.002541976235	0	3.80E-10	0	0	0	0	0.06014344601	0	3.09E-28	0	0	1.20E-46	2.03E-11	4.28E-44	0	3.14E-19	0	4.90E-12	1.48E-45	0.3911507081	0	0	2.02E-45	0.06969451517	1.57E-18	0	0	0	0	1.52E-28	1.13E-27	6.02E-27	0	0	0	0	0	2.33E-29	3.73E-28	2.17E-11	0	2.85E-29	2.85E-27	0	2.27E-44	2.58E-11	2.37E-06	4.95E-29	5.27E-28	8.57E-19	4.01E-45	0	0	6.52E-28	0	5.14E-27	3.81E-17	3.60E-29	2.11E-45	1.80E-44	0	0	0	1.41E-28	3.09E-44	0	2.51E-17	0	0	0	1.57E-17	0	0	5.12E-45	0	0	5.34E-27	5.39E-44	7.16E-44	0	0	0	3.00E-29	0.03804514896	0	0	1.46E-28	0	0.3568971527	4.48E-17	4.08E-44	0	1.02E-45	1.02E-28	0	0	5.23E-27	0	5.12E-30	1.42E-29	0	2.04E-05	0	0	0	0
900396_Ca-123-PG_nasal_case-anterior	0	0	0.08765403563	0.005337079744	0.002532355104	0	0	0	0.0015288039	0.0261576379	0.00499430595	0.1202761074	0	0.04982847962	0.00778561643	0.0011234449	0.02035526619	0.02029354147	0	0.01364510796	0.01591411065	6.12E-05	0.02190042684	0.002417889167	0.002190958184	0	0	0.01494650229	0.00873818978	0.003039832855	0.0003864073134	0.03297477771	0.001612998573	0.02279157032	0.002019326944	8.84E-05	0.00292830507	0.01102932498	0	0.001548073233	0.02257460344	0.006397609068	0.001433071825	0.007792059722	0.0003001527486	0.0004622516082	0.01851566559	0.02014516958	0.008627998802	0.0171764558	0	0.00209972734	0.0004104493303	0	0.000691123308	0.009176026652	0.02725450242	0.0084783396	0.01547839323	0	0.01845015908	0.002617501019	0	0.0001103922528	0.007063475552	0.01200419412	0.001434765906	0	0.003917700695	0.004512728719	0.001504582378	0.0147240023	0	0.001530163627	0.01858552798	0.01331422777	0	0.02519188806	0.02669967073	0.0018894111	0.002201489906	0.02017858118	0.014588926	0.003084736138	0	0.006397853107	0.001671718458	0.008758725688	0	0.0006814663906	0.003656345172	0.01051553952	0.0002428936647	0.0002611482302	0.002705217727	0	0.000968136264	0.0004587734526	0.0236158791	0.0004143320817	0.001587506076	0.03004452848	0	0.005816289068	0.01025760904	0.004408164195	0.004144849129	0	0.001948138036	0.008625134791	0.006101934025	0
9003962_Ca-123-PG_nasal_case-anterior	0	0	0	0	0	0	0	0	0	0	0	0	0.01422333612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009984762274	0	0	0	0	0.03772093743	0	0	0	0	0	0.01561647732	0	0.05129273848	0	0	0	0	0	0	0	0	0	0	0	0.007302889413	0	0	0.008446540135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8314219877	0	0	0	0	0	0	0	0	0	0	0.00260549017	0	0.02138484102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900399_Ca-125-IM_nasal_case-anterior	0	0.0002004425583	0.001069237154	0.0009387747181	0.007515520626	0	0.007546264637	0	0.0001369097133	0.0001283615579	0.01537741111	0	0.001850689962	0.005008670828	0.007610937221	0.04419628033	0.004226941126	0.0004894121845	0.001703540296	0.0003474236488	0.01679764914	0.0001899252149	0.00605871985	0.00297876586	0.007351757769	7.78E-05	0.0004582260083	0.02663474406	0.003189831309	0	0.0002362050352	0	0.0090925883	0.008853415146	0.01798271003	0.001102561466	0.0001524379947	0.008151808803	0	0.003388589349	0.009812367172	0.001909144318	0.005149150859	0.02871824212	0.04332684056	0.0005233910659	0.01103596596	0.003545515697	0.003669634845	0.02190044906	0.0009044572276	0.0002928453159	0.0004285536235	0.003494565501	0.008576775976	0.003383172239	0.0124770346	0	0.01978682577	0	0.03267611719	0	0	0.001573667559	0.03958880638	0.002246746079	0.01544650964	0.0004386781002	0.03203323599	0.0002363239386	0	0.02926753695	0.01877614615	0.01401457248	0.01321262486	0.02233976267	0	0.03166482804	0.0001809833206	0.002098557301	6.69E-05	0.01761179603	0.003039638291	0.03085724474	0	0.02541708356	0	0.03021482705	0.02707984418	0	0.01593225424	0.03785799873	0.005528220259	0.03582563608	0.000499259344	0	0.02231027482	0.01439233754	0.0031873415	0.001099126271	0.0002930663216	0.0007467340031	0	0.0052679664	0.02374075584	0.01314623904	0.01044866063	0.002931992488	0.006760706345	0.00191624501	0.0180532584	0
9003992_Ca-125-IM_nasal_case-anterior	0	0	0	0	0.002598558437	0	0.04749380646	0.001115611961	0	0	0	0	0.0001293852145	0	0	0.03650812922	0	0.001310438714	0.001605493592	0	0	0	0	0	0	0.00445845088	0.03920976118	0	0	0	0	0	0	0	0	0	0.009295398095	0.0001666000452	0	0	0.00289400371	0	0.03213649372	0	0.05994024017	0.07246957794	0	0.01027171985	0	0	0.0321847019	0	0.001883025803	0	0.002972486644	0	0.02420639771	0.0003173144102	0	0.00187074251	0	0.006468908987	0.04029231113	0.02767584443	0	0.001250652385	0	0.007185199235	0.01988267868	0.01338501916	0.0005821490821	0.05469874611	0.01814076116	0	0	0	0.02896047263	0	0	0.1054593139	0	0	0.126237778	0	0.002428227157	0	0	0	0.01231193308	0.003116672012	0	0	0.002352784544	0	0	0.0005109168829	0.0192631508	0.06968765804	0.003119253164	0	0	0	0.04507956633	0	0	0.002236057131	0	0.001411783439	0	0.003223824326	0	0
900402_Ca-124-AB_nasal_case-anterior	1.96E-07	1.87E-12	0.0001183952161	0.0006081618039	0.002757270066	0	0	0.0006679974622	0.0289347572	8.46E-06	0.002328518796	0	3.81E-08	4.89E-06	0.002921956361	0.001000022029	0.005387164497	0.005230308742	0.0005717803476	0.0002307175168	0.04009098481	9.89E-12	0.005145419527	0.008110032933	0.003239944163	1.27E-08	0	0.04415027138	3.92E-06	4.37E-11	0.1805473706	0	0.001192900816	0.0011565015	5.30E-05	4.74E-11	0.0002786307602	0.0004169343702	0	0.000336332552	0.00669856157	0.006105981777	0.0001924733661	0.006670382873	1.05E-07	5.79E-05	0.04215192086	8.75E-06	0.07126956802	0.009868628334	3.78E-11	8.27E-06	7.33E-06	4.60E-11	0.00021405175	0.00130544695	0.0008001134447	3.15E-05	0.04689841937	0	0.06099824448	0.001858272415	6.35E-07	0.001264513461	0.05991250245	2.02E-08	3.22E-05	4.44E-08	2.02E-06	0.0002912656334	1.34E-05	0.008895168025	0.0001892301674	6.70E-06	0.001926555004	0.0001988719356	8.66E-05	0.01744309417	0.01019142108	0	4.32E-12	0.01871491959	0.01969615925	0.002738742029	8.94E-11	1.29E-07	1.41E-10	0.08943871058	0	2.75E-05	0.0005422887372	0.03950780399	0	0.0007036719188	2.54E-08	5.28E-05	0.008249164925	1.64E-05	0	7.72E-08	0.002036456652	6.59E-08	6.88E-12	0.0001419385118	0.01895250219	4.63E-05	6.74E-08	1.94E-07	0.05041594073	0.01248456316	0.04514057001	0
9004022_Ca-124-AB_nasal_case-anterior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02129554677	0	0	0	0	0	0	0	0	0	0	0	0.05540532081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2713947431	0	0	0	0	0	0	0	0	0	0	0.06053466644	0	0	0	0	0	0	0	0	0	0	0.5913697229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ca006ONPN_Ca-006-ON_nasal_case-anterior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8473549952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1526450048
Ca006ONPN2_Ca-006-ON_nasal_case-anterior	2.01E-07	1.27E-07	3.96E-10	4.81E-08	6.32E-06	0	2.14E-07	0	0.0003528272313	0.0001130855813	1.33E-07	0	0	1.05E-05	6.84E-06	2.12E-07	7.70E-05	4.16E-06	0	2.98E-08	4.48E-06	4.77E-10	1.21E-05	1.10E-07	4.52E-05	0	0.08188295551	4.72E-10	2.86E-10	3.48E-08	0	0	7.72E-06	2.69E-05	1.37E-07	0	0.0005939956125	5.06E-08	0	2.34E-07	0.0004620600979	0.003290744453	3.88E-05	1.90E-05	0.0001423601383	0	7.52E-11	2.36E-10	1.39E-06	4.05E-10	0.1823319113	3.69E-10	1.70E-10	0	0.0008535090644	6.95E-06	0.000366188955	0	2.79E-06	9.45E-07	0.003385661606	5.03E-08	0	0	7.36E-05	1.56E-05	1.98E-07	0	2.71E-09	1.07E-07	1.67E-10	0.1851263879	3.20E-10	1.76E-07	7.54E-05	3.20E-10	0	3.03E-06	5.17E-05	1.28E-11	0	0.001495540049	2.50E-06	0.0002034337441	0.0008373766173	0.0001155505267	0	0.0005021304866	1.34E-06	4.33E-07	5.26E-06	0.0009654044175	0	7.26E-08	8.72E-07	0	9.25E-06	0.03483452739	0	1.51E-07	4.84E-06	0.0005978784459	0	9.98E-07	7.82E-06	4.07E-06	0	2.49E-06	0.0005598091649	0.0007468340191	1.99E-05	0.4996874586
