	Co004LNNL_Co-004-LN_skin_control-nonlesional	900241_Co-101-AN_skin_control-nonlesional	Co005SNNL_Co-005-SN_skin_control-nonlesional	900243_Co-102-LD_skin_control-nonlesional	900137_Co-011-SF_skin_control-nonlesional	900245_Co-103-MM_skin_control-nonlesional	900139_Co-012-ON_skin_control-nonlesional	900247_Co-104-IV_skin_control-nonlesional	900249_Co-105-IV_skin_control-nonlesional	900141_Co-013-AY_skin_control-nonlesional	900251_Co-106-AB_skin_control-nonlesional	900145_Co-014-TN_skin_control-nonlesional	900253_Co-107-TG_skin_control-nonlesional	900143_Co-015-OJ_skin_control-nonlesional	900263_Co-108-OG_skin_control-nonlesional	900540_Co-026-LT_skin_control-nonlesional	900364_Co-138-AT_skin_control-nonlesional	900265_Co-109-AG_skin_control-nonlesional	900542_Co-027-IS_skin_control-nonlesional	900544_Co-028-UV_skin_control-nonlesional	900268_Co-110-SW_skin_control-nonlesional	900546_Co-029-YL_skin_control-nonlesional	900270_Co-111-AM_skin_control-nonlesional	900548_Co-030-AL_skin_control-nonlesional	900271_Co-112-SN_skin_control-nonlesional	900279_Co-113-MM_skin_control-nonlesional	900550_Co-031-LM_skin_control-nonlesional	900283_Co-114-IG_skin_control-nonlesional	900552_Co-032-AR_skin_control-nonlesional	900281_Co-115-SG_skin_control-nonlesional	900560_Co-033-LN_skin_control-nonlesional	900285_Co-116-MR_skin_control-nonlesional	900562_Co-034-AS_skin_control-nonlesional	900287_Co-117-TG_skin_control-nonlesional	900598_Co-036-OM_skin_control-nonlesional	900289_Co-118-MG_skin_control-nonlesional	900596_Co-037-LM_skin_control-nonlesional	900291_Co-119-MG_skin_control-nonlesional	900600_Co-038-AG_skin_control-nonlesional	900311_Co-120-MM_skin_control-nonlesional	900602_Co-039-KG_skin_control-nonlesional	900606_Co-040-ST_skin_control-nonlesional	900313_Co-121-MM_skin_control-nonlesional	900604_Co-041-LC_skin_control-nonlesional	900315_Co-122-IS_skin_control-nonlesional	900608_Co-042-LN_skin_control-nonlesional	900613_Co-043-ZS_skin_control-nonlesional	900319_Co-124-UM_skin_control-nonlesional	900350_Co-133-KT_skin_control-nonlesional	900617_Co-044-KM_skin_control-nonlesional	900321_Co-125-MM_skin_control-nonlesional	900615_Co-045-OM_skin_control-nonlesional	900323_Co-126-ID_skin_control-nonlesional	900619_Co-046-KL_skin_control-nonlesional	900325_Co-127-MB_skin_control-nonlesional	900627_Co-047-LV_skin_control-nonlesional	900327_Co-128-IV_skin_control-nonlesional	900343_Co-129-IS_skin_control-nonlesional	900631_Co-049-LJ_skin_control-nonlesional	900344_Co-130-MM_skin_control-nonlesional	900633_Co-050-AH_skin_control-nonlesional	900346_Co-131-AM_skin_control-nonlesional	900150_Co-016-CB_skin_control-nonlesional	900348_Co-132-IM_skin_control-nonlesional	900360_Co-137-AM_skin_control-nonlesional	900352_Co-134-KK_skin_control-nonlesional	900390_Co-152-AF_skin_control-nonlesional	900374_Co-144-LM_skin_control-nonlesional	900376_Co-145-HN_skin_control-nonlesional	900356_Co-135-LT_skin_control-nonlesional	900358_Co-136-SM_skin_control-nonlesional	900370_Co-142-IP_skin_control-nonlesional	900372_Co-143-AN_skin_control-nonlesional	900366_Co-140-IM_skin_control-nonlesional	900380_Co-146-LK_skin_control-nonlesional	900378_Co-147-SV_skin_control-nonlesional	900382_Co-148-IM_skin_control-nonlesional	900384_Co-149-LM_skin_control-nonlesional	Co001SMNL_Co-001-SM_skin_control-nonlesional	Co003LTNL_Co-003-LT_skin_control-nonlesional	Co002MPNL_Co-002-MP_skin_control-nonlesional	900386_Co-150-LN_skin_control-nonlesional	900317_Co-123-LZ_skin_control-nonlesional	900388_Co-151-AN_skin_control-nonlesional	900135_Co-016-CB_skin_control-nonlesional	900392_Co-153-YM_skin_control-nonlesional	9003922_Co-153-YM_skin_control-nonlesional	Unknown
900252_Co-106-AB_nasal_control-anterior	0	0	0.117449483	0.0111006613	0	0	0.003735148295	0	0	0	0.0003026729902	0	0	0	0.04426367692	0.0557626824	0.001626352633	0	0.001945722132	0.004641091849	0.00140417798	0.0004420962827	0	0	0	0.002163626919	0.08907420803	0.0001785770045	0.1337679018	0	0.003045219513	0.0007262495844	0.0009091970371	0.003062103073	0	0.169197952	0	0.01659490464	0	0	0	0	0.001687709533	0	0	0.007397356999	0	0	0.01648325619	0	0.01490218721	0	0.002214915416	0	0	0.112576804	0.005314488391	0.004813951754	0	0.01094414562	0	0.07337305958	0.001321232466	0	0.02499762131	0	0	0.02997777197	0.003865121727	0	0	0	0.0006799300469	0.005016684691	0	0	0	0.003609188681	0	0	0.01840231333	0	0	0	0	0	0.001028555789	0
900146_Co-014-TN_nasal_control-anterior	0	0	0.02617324677	0.006346742514	0	0	0.01258198617	0	0	0.0001482664648	0.01179984539	0	0.006331294314	0	0.2145774794	0.0005667220254	0.04305466272	0.001316510646	0	0	0	0.006002605738	0	0	0	0	0.1556691152	0	0	0.001382057735	0	0	0	0.001438276576	0	0.01997746613	0	0.008022369294	0	0.03224402773	0	0	0	0	0	0.004421273153	0.0003275604539	0.006163014633	0.004019163038	0	0.007868452715	0	0	0	0	0	0.2913164339	0.005556513186	0	0.0711133494	0	0	0.001161889701	0	0.005129046682	0	0.0002106796775	0	0.01838089158	0	0	0	0.0001948251987	0.009711211684	0	0.001807856481	0	0	0	0	0.0162055138	0	0	0	0.0006088725261	0	0.008170777273	0
900254_Co-107-TG_nasal_control-anterior	0	0.00249013956	0.01382463707	0	0	0.001116089024	0	0.001920347426	0	0	0	0	0.0005703502845	0	0.03450421331	0.01887646012	0.0748623983	0	0	0.002530018362	0	0	0	0	0	0	0.03034610462	0.01392037246	0	0.0006070397844	0	0.001800749122	0	0.01391995144	0	0.03465023966	0	0.01567533276	0	0.008068317726	0.0006971181155	0	0	0	0	0.01535769231	0.02105140017	0.001246373426	0.008116073202	0	0.09119563228	0	0	0	0	0	0.1476762949	0	0	0.2427574656	0	0	0.001592301119	0	0.07191126436	0	0	0.002063974908	0	0	0	0	0	0.01851469983	0	0	0	0	0	0	0.002582940984	0	0	0	0	0	0.005554007791	0.1
900144_Co-015-OJ_nasal_control-anterior	0	0.008198019043	0.001383312177	0	0	0.008749788921	0	0	0	0	0.03835500511	0	0	0	0.01845966277	0.01855141533	0.005132023308	0.003361537623	0	0	0	0	0	0	0	0.005991088869	0.03280344505	0.01971529542	0	0.00207645121	0	0.004449101927	0	0.02465209225	0	0.041467027	0	0.05146262091	0	0.008655072354	0.001701897403	0	0	0	0	0.005983354037	0.001316581665	0	0.00266841428	0	0.03403155892	0	0.01562161149	0	0	0.05171506721	0.02159548725	0.01832802698	0.0009181104836	0.1830455191	0	0.1314318414	0.004472892838	0	0.001610167096	0.006258439002	0	0	0.005126291704	0	0	0	0	0.13047319	0	0	0	0.024563042	0	0	0.04977103523	0	0	0	0	0	0.01590451267	0
900264_Co-108-OG_nasal_control-anterior	0	0	0.01407084988	0.002261048577	0	6.28E-05	0	0	0	0.0009271842691	0.000259242909	0	0	0	0.05998365837	0.0004118916815	0.01125790674	0.0004800502464	0	0.0001727548783	3.34E-05	0.0001232243369	0	0	0	0	0.02361518537	0.0001019677108	0.02513887966	0.0001135337059	0	5.67E-05	0.0002115476658	0.001369854874	0	0.02739921115	0	0.0005112633444	0	0	0	0	0	0	0	0.000296156942	0.0005374133087	0	0	0	2.27E-06	0	0	0	0	0.2624690085	0.003890275654	0.000240343511	0	0.03118048695	0	0.178597434	0	0	0.02648333498	0	0.001316819327	0.0006723448112	0.002958587961	0	0	0	0	0.01180988156	0	0.000463118013	0	0.004818184893	0	0	0.0008272101895	0	0	0	0.001165718853	0	0.003709300479	0.3
900541_Co-026-LT_nasal_control-anterior	0	0	0.01984985554	0.0008204857724	0	0.002189016553	0.003121107353	0	0.002012278917	0.0001250831131	0.0002534796415	0	0.002831632047	0	0.08685005977	0.003499648258	0.01142621808	0	0	0	0	0.001102739345	0	0	0	0.002987844511	0.03897500029	0	0.005633716007	0.003255163179	0	0	0.0006168634978	0.02368093774	0	0.01606777941	0	0.007113780899	0	0	0.01227430659	0	0	2.07E-05	0	0.05391775073	0.01066117951	0	0.002705639225	0	0.03825315608	0	0.0006777520732	0	0	0.07057014593	0.03427813972	0.001061607473	0	0.3489617024	0	0.1250224952	0.01138009515	0	0.002880483537	0	0.002164073204	0.005915426509	0.000819131004	0	0	0	0.001683219621	0.01019172965	0	0	0	0	0	0	0.00309553497	0	0	0.0004455944145	0	0	0.0306074087	0
900365_Co-138-AT_nasal_control-anterior	0	0	0.0008152139082	0.001019506309	0	0	0.001849242649	0	0	0.0007895295741	0.04109959918	0	0	0	0.3146837858	0.0009599577118	0.1515432213	0	0	0.001079618767	0	0	0	0	0	0	0.002061314422	0	0	0.0007495243932	0	0.0008468277322	0.001630446721	0.000294435606	0	0.06445300772	0	0.002459642604	0	0	0.003248834487	0	0	0	0	0.0005231218165	0	0	0	0	0.001731509097	0	0	0	0	0	0.01896686826	0.0005665883961	0	0.3473589703	0	0	0	0	0.02768683848	0	0.0003965301566	0.002105064992	0.001060203894	0	0	0	0	5.52E-05	0	0.0004128962207	0	0.0008037964023	0	0	0.005395379238	0	0	5.14E-05	0	0	0.003301842186	0
900543_Co-027-IS_nasal_control-anterior	0	0	0.03832087624	0.01026655664	0.0009159144985	0.000481728302	0.00943370218	0.0006187373094	0	0.0002601431137	0.005888678027	0	0.0002604844782	0.0003619350076	0.006400477732	0.006338740243	0.004148405303	0.002075261393	0	0.001705675711	0.001842895236	0.001507708608	2.50E-05	0.00535541055	0	0.004691729546	0.01316624699	0.003183919075	0.02320072005	0	0	0	0	0.000370178016	0.005995462161	0.04214273839	0.01586838446	0.03617851486	0	0.005028130172	0.001600234198	0	0.001466279425	0	0	0.01874086769	0.003406973682	0	0.02751945489	0.0002462588076	0.00857659099	0	0.000428413146	0	0	0.4730052298	0.03153372147	0.001082002475	0	0.02597555032	0.001608704263	0.04588406626	0	0.0003714819978	0.05292474455	0	0.0002023995249	0.004768682525	0.006805731986	0	0	0	0.001867077381	0.007904135549	0.004782169186	9.95E-05	0	0	0.0001132956372	0	0.004288854046	0.0003638215119	0	0.0003359917897	0.0001200018458	0.009643924806	0.01829946319	0
900267_Co-109-AG_nasal_control-anterior	0	0.004311489605	0.184326406	0.003181367023	0	0.005528315278	0.003973620917	0.002992525968	0	0	0.003775279285	0	0	0	0.02577573171	0.1080168242	0.002302922415	0	0.002497057726	0	0.002351656027	0.009017730249	0	0	0	0	0.0105473488	0.002697828037	0	0.01009802691	0	0.001050417029	0.001460770244	0.002800589541	0	0.06074636468	0	0.00146413795	0	0.002974476464	0.0102681874	0	0	0	0	0.01265648138	0.00358490569	0	0.005736827284	0	0.02169578804	0	0.001780383151	0	0	0	0.003229968169	0.002174364206	0	0.2612895555	0	0	0.002152189491	0	5.33E-05	0	0.001734187603	0.05262963468	0	0	0	0	0	0.1448398945	0	0	0	0.006020727921	0	0	0	0	0	0	0.0005204987597	0	0.01774223011	0
900545_Co-028-UV_nasal_control-anterior	0	0	0.007517968669	0	0	0.0003025800288	0	0	0.0005207000381	0	0.001737223119	0	0	0	0.005987195811	0.00195733539	0.001662655754	0.0002405600576	0	0	0	0.00650380346	0	0	0	0.001068007567	0.002836826716	0.01124012134	0.01114307518	0	0	0	0	0.004326331499	0	0.006804539284	0	0.02386652856	0	0	0	0	0	0.002542733537	0	0.0005911270518	0	0	0	0.007507032538	0.009632837269	0	0.0003668948197	0	0	0.8018276756	0.002096376488	0.002569418967	0	0.009254897072	0	0.04414369726	0.001969312123	0	0.0003783695715	0	0	0.0002341541479	0.0001895509853	0	0	0	0	0.01010227102	0	3.77E-06	0	0	0	0	0	0	0	0	0.01098720864	0	0.007887219153	0
900269_Co-110-SW_nasal_control-anterior	0	7.16E-05	0.01198363506	0.0002148626728	0	0.000426684946	0.002034203439	0	0.0002240954359	0.08274817772	0.009423136256	0	0	0	0.02257409793	0.04818021621	0.03740454074	7.42E-05	0	0	0	0	0	0	0	0	0.006230085728	0	0.1	0	0	0.000308389355	0	0.001073646225	0	0.0008285904908	0	9.22E-05	0.0680760811	0	0	0	0	0	0	0.0006824225956	0.005149760571	0.002406230907	0.0005566428357	0	0.002917305262	0	0	0	0	0.04028576596	0.05251474209	0.0001583303149	0	0.2760161652	0	0.005594066908	0	0	0.008471075106	0	0.0003910354237	0.005906089173	0.0002583772374	0	0	0	8.69E-05	0.00723106213	0	0.0003167467276	0	0	0	0	0.02272313566	0	0	0	0.001365907434	0	0.1749997369	0
900547_Co-029-YL_nasal_control-anterior	0	0	0.171954111	0	0.0001382952175	0	0.0005287399958	6.77E-05	0	0	0.0004228658011	0	0	0	0.004099583692	0.0001224652559	0.001414986317	0	0	4.68E-05	0	0.001450596578	0	0	0	0.0001625577059	0.0003230110973	9.89E-05	0	0	0	0	0	0.0001495392001	0	3.19E-05	0	0.07921083603	0	0.007070234351	0	0	0	0.001284227813	0	0.0001508868754	0.01201823347	0.0001637840755	3.08E-05	0	0.0007594045015	0	6.14E-05	0	0	0.04338657082	0.002621836563	0.001364672926	0	0.0003774200147	0	0.5931190955	9.15E-05	0	0.05802750168	0	0	0	7.50E-05	0	0	0	0	0.001308842436	0	0.0002566663762	0	0	0	0	0.0006582652611	0	0	0	0.01297821472	0	0.003972530959	0
900266_Co-111-AM_nasal_control-anterior	0	0	0.009167841906	0.0127730916	0	0.00131588549	0	0	0	0.01573254255	0	0	0	0	0.02231529847	0.002878272919	0.05715491448	0	0	0.001276428017	0.007924233296	0.01183621993	0	0	0	0	0.00700657415	0	0	0.009896179654	0	0	0	0.006243195912	0	0.04667573941	0	0.0001582962709	0	0	0	0	0	0	0	0.008070215473	0.004361135424	0.001435177911	0.003939566647	0	0.007526307559	0	0	0	0	0	0.1399845172	0.003511463856	0	0.4083234101	0	0	0.001530763909	0	0.08456619384	0	0	0.003479935947	0.002959664751	0	0	0	0	0.03620520461	0	0.001930276622	0	0.004675857211	0	0	0.03797768479	0	0	0	0	0	0.03716791003	0
900549_Co-030-AL_nasal_control-anterior	0	0	0.02897114263	0.001315618027	0.00189651566	0.0006820355485	0.001240091297	3.34E-05	8.96E-06	0.000191822463	0.0001321577438	0	0.001986011492	0.0006324933182	0.01343143745	0.005821090044	0.0002855066973	0.000649693565	0.0003068906556	0.00148830987	0.0008603612988	0.002547237489	0.001562281011	0.001681767583	1.45E-05	0.006726816023	0.0102575473	0.0002472032985	0.03337556843	0.0156291695	0.0001103133369	0.02335718911	0.000319954001	0.007940732201	0.003699193831	0.007708011238	0.001028010854	0.005710187734	1.66E-05	0.000187876539	0	0.001814442425	0.001250910431	0.0003345580866	0	0.01654546401	0.00138873432	0.0003197948717	0.001192093849	0.001142341658	0.01052902559	0.001025059052	0.002814353403	0.0007060957939	1.71E-05	0.2451692263	0.04688565006	0.0004439701502	0.0009409625193	0.04685235742	0.0002418055113	0.3123617017	0.04368643754	7.83E-05	5.11E-05	0.0001169174698	5.93E-05	0.02721845624	0.007963970221	0	0	0.000672514676	0	0.001214373669	0.000829411655	0.00161709249	0.001844103477	5.54E-05	0.002838130306	0	0.01696504563	0.0003618534295	0.001242625813	0	0	0.0005896215217	0.01856599882	0
900272_Co-112-SN_nasal_control-anterior	0	0	0.00309817782	0.003508252736	0	0.001858810696	0	0	0	0	0.02656567871	0	0.001159653193	0	0.0702134774	0.02286332344	0.05777802811	0.00393897891	0.01164966333	0	0	0.001556813475	0	0	0	0.002601290264	0.001986888285	0	0	0.0006234064327	0	0	0	0	0	0.003281435755	0	0.03171074767	0	0	0.005632616939	0	0	0	0	0	0	0	0.01026246993	0	0.02820539412	0	0	0	0.00145494344	0	0.007592553975	0.005176538047	0	0.04837222391	0	0.02189074543	0.001400566147	0	0.001937440868	0	0.0153854377	0.08936739127	0	0	0	0	0.004099825224	0.003308928398	0	0	0	0.006089525362	0	0	0.002633151501	0	0	0	0	0	0.02831438864	0.4744812329
900280_Co-113-MM_nasal_control-anterior	0	0.0009910179495	0.004978389765	0	0	0	0.0003741059504	0	0.001451846278	0.001350455271	0.003671992234	0	0.001188149022	0	0.01258181864	0.02072425	0.01867474654	0.001538364396	0	0	0	0	0	0	0	0.002932888514	0.05201103231	0	0.01739150091	0	0	0	0.0004007372733	0.0006136194236	0	0.05945252534	0	0.00875085153	0	0	0.0008424177066	0	0	0	0	0.001154116586	0.008732181818	0	0	0	0.01081012274	0	0.0008900858659	0	0	0.4107041679	0.006236752808	0.004353506352	0	0.04013021946	0.002556397519	0.2605695138	0	0	0.008015786136	0	0.002243391212	0.002829858731	0	0	0	0	0	0.001464215752	0	0	0	0.00169864482	0	0	0	0	0	0	0.002114822051	0	0.02557550738	0
900551_Co-031-LM_nasal_control-anterior	0	0	0.001966642634	0.003173637071	0	0.002187299558	0.05927870414	0	0.001829890658	0.01414350431	0.02647558843	0	0.003691343102	0	0.02592150038	0.01743471544	0.005890080496	0.0009870305931	0.002896499957	0	0	0.002183028545	0	0	0	0.003403479128	0.07585583704	0	0	0	0	0.01001419002	0	0.002792689561	0	0.01804246201	0	0	0	0	0	0	0	0	0	0.002732188399	0.0377620766	0	0.01147372173	0	0.001705535914	0	0	0	0	0	0.07794347336	0	0	0.2801174629	0	0	0	0	0.02417164874	0	0.001898119972	0.03213725129	0.0001860919232	0	0	0	0	0.07274250981	0	0	0	0.01390465816	0	0	0.0521066325	0	0	0	0.004556158649	0	0.108394347	0
900284_Co-114-IG_nasal_control-anterior	0	0.001327205711	0.01725705264	8.25E-06	0.001333955621	0.01816843323	0.005163247624	0	4.09E-05	0.0001042494586	0.005488368829	0	0	2.13E-05	0.0002079923724	0.008137398942	0.00972744012	0.0004089378965	7.27E-05	0.002257618815	0.01810590608	0.009960102208	0.0001215689121	0.0003053863655	0.0001622731267	0.002517010424	0.01091547865	0.0008529444527	0.04375845101	3.75E-05	1.56E-05	0.004659028333	3.20E-05	0.02019764447	0.0002442320565	0.0947629605	0.0005045354081	0.008929594484	0	0.001145604386	0.002529633735	0.002469896879	0.0002871453918	0.0008776378842	0	0.001232273143	0.0549354081	1.71E-05	0.02458009321	0.0007059029746	0.009493157975	0.0007850470692	0.001207846641	0.000343353729	0.0003217508417	0.06578686865	0.03694693342	0.02073303571	0.0002179376171	0.3343159516	3.07E-05	0.0262440164	0.004257569598	0.0008419493421	0.01253153107	5.93E-05	0.001362372181	0.001351907962	0.002780618396	0	0	0.000331744732	0.0001295051414	0.04569315386	0.001653777252	0	0.001522866981	5.44E-06	0.0008034145928	0	0.004934974098	0.0002535194297	0.0008660615156	0	0	0.0001392438065	0.04946663454	0
900553_Co-032-AR_nasal_control-anterior	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05433143078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3400511392	0	0	0	0.2718986714	0	0.1337187586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
900282_Co-115-SG_nasal_control-anterior	0	0	0.01924089853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009044966193	0.009333272113	0	0.09376845431	0	0	0	0	0.009371421361	0	0	0	0.003361203207	0	0	0	0	0	0.009300041394	0	0	0	0	0.02549536201	0	0	0	0	0	0	0.0566270126	0	0	0	0	0	0.7556440069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088133614	0	0	0	0
900561_Co-033-LN_nasal_control-anterior	0	0.0121590875	0.005801818244	0	0	0	0.004125868439	0.0004350892863	0	0	0.03320126521	0	0.001412146778	0	0.08646690052	0.003989846961	0	0.009337809974	0	0	0.000367327245	0.00305244817	0	0	0	0	0.06485914406	0.003456033241	0.0006743767758	0	0	0.00482931684	0.005284543252	0	0	0.07026459348	0	0.01452858154	0	0	0.001500693043	0	0	0	0	0.01073592845	0.04178469785	0.003451391406	0.01695441941	0	0.01892473185	0	0.001335384335	0	0	0.1270243451	0.07825996725	0.02539492816	0	0.2548997256	0	0.04466020484	0	0	0.0107250268	0.003231429938	0.001313765953	0.001382941002	0.007115111563	0	0	0	0	0.001037222146	0	0	0	0.0005311984404	0	0	0.004014045886	0	0	0	0	0	0.02147664348	0
900286_Co-116-MR_nasal_control-anterior	0	0	0.02724816587	0	0	0.001819183416	0.005734005198	0	0	0.003801521087	0.01676673923	0	0	0	0.01173272031	0.0344653407	0.03983631314	0.001944559511	0	0.001145233366	0	0	0	0	0	0	0.01822502768	0.000668423934	0	0	0	0	0.001005952098	0.03477028594	0	0.01748089189	0	0.01139596215	0	0	0.002856206235	0	0	0	0	0.001762782946	0	0	0.004554033641	0	0.00475756104	0	0.01332260685	0	0	0	0.122377185	0.01445669635	0	0.4098206167	0	0.05474679698	0	0	0.02730499468	0	0.001232141008	0.03589568726	0.01887233564	0	0	0	0	0.02549953108	0	0.004032536858	0	0.001859134822	0	0	0.007349641482	0	0	0	0	0	0.02125918597	0
900563_Co-034-AS_nasal_control-anterior	0	0.004490580842	0.1189899545	0	0	0.004177942969	0	0.0006932713326	0	0.001413320632	0.04894222074	0	0	0	0.06327714787	0.02695335573	0.01716560887	0.01765295918	0	0.003736303257	0	0	0	0	0	0.0295078584	0.03236493019	0	0	0	0	0	0.008090749457	0.0003335489315	0	0.06357017041	0	0.02068634921	0	7.20E-05	0.01169100272	0	0	0	0	0.001488954543	0.001081867899	0	0	0	0.02891001373	0	0.001254699396	0	0	0.1	0.0157093666	0.003721193364	0	0.2095620111	0	0.002218999171	0.002351908323	0	0.1213157705	0	0.0002491235556	0.01695641725	0.007427663437	0	0	0	0	0.003574293629	0	0	0	0	0	0	0.0003295448771	0	0	0	0	0	0.01003893622	0
900288_Co-117-TG_nasal_control-anterior	0	0	0.005646379573	0	0	0	0.01041214719	0	0	0.0046111714	0.01009575086	0	0	0	0.1367267958	0.07800938891	0.229284785	0.001842065654	0	0.01386997693	0	0.005528062961	0	0	0	0	0.03171351178	0	0	0	0	0.002757378641	0.0004836463445	0.005617116576	0	0.02920609678	0	0	0	0	0	0	0	0	0	0.01753778626	0	0	0.002572954968	0	0.0393696294	0	0	0	0	0	0.1351108519	0.004979492031	0	0.0382235663	0	0	0	0	0.01641620932	0	0.00404592095	0.01828387264	0.003927551948	0	0	0	0	0.03873015769	0	0.001429772796	0	0	0	0	0.0438958101	0	0	0	0.001624074824	0	0.06804807445	0
900599_Co-036-OM_nasal_control-anterior	0	0	0.02041158147	0	0	0.0003448491819	0	0	0	0	0.006808000896	0	0	0	0.01106060309	0.001923559449	0.001324609005	0.002478528564	0	0	0	0.01565699355	0	0	0	0	0.002354701156	0	0.01684968453	0.0002592179922	0	0.0002580279611	0	0.008142118742	0	0.01301469677	0	0.02329237986	0	0	0.00696563369	0	0	0.002619174656	0	0.0003102634825	0.001584929753	0	0.006919434408	0	0.003391374852	0	0.001144300026	0	0.002789379042	0.2935718155	0.01513786383	0.008371262791	0	0.02080295017	0	0.1211403126	0.000754700678	0	0.2540978575	0	0	0	0.0007441988923	0	0	0	0	0	0	0	0	0	0	0	0.0009889848442	0	0	0	0	0	0.005136837824	0.1293491733
900290_Co-118-MG_nasal_control-anterior	0	0	0	0	0	0	0	0	0	0.04036266301	0.04623457588	0	0	0	0.0081848063	0.07378129224	0.005127824479	0.03157932075	0.009961330315	0.004977256421	0	0.01742082647	0	0	0	0	0.0009873384377	0.003599841512	0	0	0	0.01323589902	0.003756710617	0.004337602786	0	0.01276332893	0	0.001107258976	0	0	0.0009849338004	0	0	0	0	0.04108428376	0	0.00504428309	0.001052540952	0	0.1594449429	0	0	0	0	0	0.01644844204	0	0	0.03651707584	0.01771886256	0	0	0.01570961899	0.0314743552	0	0.00467801985	0.001038706536	0.01035475852	0	0	0	0	0.03013931044	0	0.0006660916387	0	0.0345440538	0	0	0.001439233809	0	0	0	0.003795284177	0	0.310447326	0
900597_Co-037-LM_nasal_control-anterior	0	0	0.01222545648	0	0	0.01876814607	0.007715117562	0	0.003019155324	0	0.006236959745	0	0	0	0.03819070612	0.002041309618	0.1948494857	0	0	0.001891013635	0	0	0	0	0	0.004478850729	0.002804002825	0.009735334248	0.005577449012	0	0	0	0	0.003047517628	0	0.01405904221	0	0.03227720271	0	0	0	0	0	0	0	0.02103048752	0.01278954877	0.01529395531	0.006879196052	0	0.1028368805	0	0	0	0	0.02899008522	0.05792655947	0	0	0.124099769	0.0001114649089	0.06986111545	0.004659291326	0	0.002573644271	0.004492099198	0.002746216029	0.07565915744	0.01090263884	0	0	0	0	0.09552173749	0	0	0	0	0	0	0.002536360917	0	0	0.0002588086443	0.001932034613	0	0.001982199356	0
900292_Co-119-MG_nasal_control-anterior	0	0	0.05812774605	0	0	0	0	0	0	0.001456794361	0.02792910404	0	0	0	0.006670725968	0.003284659749	0	0.00548462318	0	0	0	0.004389058886	0	0	0	0.007393882325	0.06218096312	0	0	0.004492989881	0	0	0.02643790109	0.0462266189	0	0.009175466943	0	0.005002814172	0	0	0	0	0	0	0	0.006875411991	0.01443019673	0	0.03423012928	0	0.02386039723	0	0	0	0	0	0.1423825872	0.005425952429	0	0.220239437	0	0	0	0	0.04728017384	0	0.008011079326	0.01997314955	0	0	0	0	0.06073540969	0.03738627508	0	0	0	0.003794495842	0	0	0.005590459971	0	0	0	0	0	0.1015314961	0
900601_Co-038-AG_nasal_control-anterior	0	0	0.02193813557	0.0003726019693	0.003195393992	0	0.00135157059	0	0	0	0.003166820499	0	0	0	0.001728328186	0.01049436264	0.02711252293	0	0	0	0	0.004360664015	0	0	0	0	0.01098352671	0.0004131553431	0.03478776492	0	0	0	0.003089485814	0.0004395263446	0	0.006197867536	0	0.0215639306	0	0.001394918605	0.02619500578	0	0	0.003751739045	0	0	0.001606779922	0	0.001051368291	0	0.01249347224	0	0	0	0	0.07487711461	0.008151081506	0.0327171439	0	0.07204900223	0	0.5595671478	2.94E-05	0	0.02441018408	0.001567973018	0	0.002401211638	0.008510037068	0	0	0	0	0.003109449982	0	0	0	0.001055751955	0	0	0.001278440428	0	0	0	0	0	0.01258714395	0
900312_Co-120-MM_nasal_control-anterior	0	9.98E-05	0.001286392009	0.0001337359955	0	0	0.0002152750851	0	0	8.05E-05	0.001711635128	0	0.0002183010846	0	0.001182512873	0.00130088063	0	0	0	0.0001787108679	0	8.52E-05	0	0	0	9.13E-06	0.0002142482302	0	0.008209885033	0.0004205309593	0	0	0	3.22E-05	0	0.0003942027645	0	0.001109193526	0	0	0.0001241931886	0	0.0001057265513	0	0	0.000730029539	1.02E-05	0	2.66E-05	0	0.001228153765	0	0.0001213707875	0	0	0.247272256	0.00052153021	0.000325186812	0.0002892391505	0.004588982129	0.006158615296	0.5677020022	0.001169198429	0	0.1105382377	0	8.32E-05	0.001888113339	0.03847822734	0	0	0	9.74E-06	0.001482567018	0	0	0	0	0	0	0.0002101418055	0	0	0	0	0	5.42E-05	0
